,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day
6177,trentmc0,GriffGreen,donating to Commons Stack Community Fund Panvala League Grant,Telegram,2021-01-05,Commons Stack,60.0,100.0,60.0,0.001922898666,1.442174,4.601069696,trentmc0,Griff,Jake,Zepti,#9 Jan 15,,,,Commons Stack,Telegram:Commons Stack,2021,1,5
6382,cranders71,iviangita,doing a lot of work we don’t see,Telegram,2020-12-27,TE Praise,150.0,100.0,150.0,0.008200334705,3.553478372,20.92601188,cranders71,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27
4892,ygganderson,iviangita,joining the TEC Weekly Sync 🙌🏽🌟,Telegram,2021-02-05,TE Praise,40.0,25.0,50.0,0.001433134316,1.170393025,17.54998212,ygganderson,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5
7611,vasileios_panagiotidis,daithiC,starting and getting stuck into reverse-engineering/unravelling Compound Finance,Telegram,2020-12-04,TE Praise,50.0,30.0,30.0,0.0012882622,,,vasileios_panagiotidis,Griff,Zep,Santi,#6 Dec 4,1.009138724,1.137085788,,TE Praise,Telegram:TE Praise,2020,12,4
4267,rdfbbx#6437,rdfbbx#6437,test ,Bot Training Ground,2021-02-08,общее,,,,0.0,0.0,21.99425075,@rdfbbx#6437,Zep,Griff,Juanka,#12 Feb 26,,,,общее,Bot Training Ground:общее,2021,2,8
1539,chuygarcia92,iviangita,for joining the TEC Community Call 🙏🏼 https://www.youtube.com/watch?v=S8RQW7bF8Gk,Token Engineering Commons,2021-04-16,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,5.458612046,chuygarcia92,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
6656,erikbjare,GriffGreen,"donating to Commons Stack Iteration 0 Gitcoin grant, helping us raise over 14,000 DAI to build the future of high functioning Public Goods focused economies!",Telegram,2020-12-23,Commons Stack,20.0,25.0,25.0,0.001423151902,0.6166991577,0.6166991577,erikbjare,Griff,Jake,Juanka,#8 Jan 1,,,,Commons Stack,Telegram:Commons Stack,2020,12,23
6824,freedumbs00,JessicaZartler,all his continuing hard work on Params and offering to support Comms as well - you rock! 🙏🏼⚡️,Telegram,2020-12-16,TE Praise,21.0,90.0,50.0,0.002589687615,1.951329618,19.08290054,freedumbs00,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,16
3077,sembrestels,iviangita,for putting their heads down and finding the bug,Token Engineering Commons,2021-03-19,🙏praise,50.0,150.0,100.0,0.001838478244,2.052967373,8.926152969,sembrestels,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
3801,JuankBell,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0 ,Token Engineering Commons,2021-03-05,🙌🏿praise,15.0,1000.0,20.0,0.0005962415693,0.6161162883,8.349620952,JuankBell,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5
6852,JuankBell,freedumbs00,showing up for Forum Posts and contributing.,Telegram,2020-12-13,TE Praise,21.0,30.0,50.0,0.001872301769,1.410779383,15.99163854,juankbell,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,13
2661,barnabemonnot,Tam2140,for joining the TEC Discord 💪🏽 and for the great conversation today about the TEC Hatch 🐣,Token Engineering Commons,2021-04-06,🙏praise,,70.0,80.0,0.001076751286,1.238263979,1.238263979,barnabemonnot,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6
4186,Santigs67,iviangita,all the hard work in Source Cred integration and because it’s always easy and fun to collaborate with them,Telegram,2021-02-26,TE Praise,300.0,500.0,200.0,0.003582115298,5.134365261,38.09701847,santigs67,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
1429,BlairV,GriffGreen,working so hard to share cadCAD with the community,Telegram,2021-04-14,Commons Stack,5000.0,200.0,200.0,0.002468586011,2.962303214,6.867279334,BlairV,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,14
3663,iviangita,JuankBell,for being so helpful to the praise system 😃 ,Token Engineering Commons,2021-03-02,🙌🏿praise,25.0,1500.0,1000.0,0.003193088624,3.299524912,10.91910943,iviangita,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,2
920,kaptan48#3044,Krisjones,for joining the Commons Stack Discord server - we're glad you're here! ,Commons Stack,2021-05-06,🙌praise,1000.0,25.0,100.0,0.0004839649562,0.5807579475,0.5807579475,kaptan48#3044,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,6
360,GriffGreen,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-05-08,TE Praise,500.0,25.0,100.0,0.0004317674408,0.518120929,8.927063614,GriffGreen,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,8
6732,zeptimusQ,JessicaZartler,a productive Onboarding WG - thank you all so much for contributing! 🙏🏼💫,Telegram,2020-12-17,TE Praise,,,,0.0,1.984210526,51.58947368,zeptimusq,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,17
4952,VitorMarthendal,GriffGreen,joining our Commons Stack Simulator sync & continuing to push this project to the finish line!!,Telegram,2021-02-03,CS dDEV Team,40.0,25.0,80.0,0.001778975575,1.452830053,11.98353789,vitormarthendal,Zep,Jake,Juanka,#11 Feb 12,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,2,3
7578,knobsDAO,iviangita,helping Craig with onboarding,Telegram,2020-12-04,TE Praise,45.0,40.0,40.0,0.001482630463,,,knobsdao,Griff,Zep,Santi,#6 Dec 4,1.161393862,2.283602708,,TE Praise,Telegram:TE Praise,2020,12,4
2917,metaverde,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,15.92345896,metaverde,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24
1822,zeptimusQ,iviangita,for joining the Transparency WG weekly sync,Token Engineering Commons,2021-03-29,🙏praise,,60.0,50.0,0.0007904847406,0.9090574516,51.03442555,zeptimusQ,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,29
4416,GriffGreen,liviade,coming to the soft gov call last week 😬 sorry for such a late praise 😁🙌✨,Telegram,2021-02-23,TE Praise,,,,0.0,1.8956228956228955,10.80477003,griffgreen,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,23
737,vegayp,Krisjones,for joining the Commons Stack Discord server - we're glad you're here! ,Commons Stack,2021-05-06,🙌praise,,,,0.0,1.3544018058690743,3.4535807,vegayp,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,6
1065,cranders71,vegayp,"@griff, @Juankbell, @Tam2140, @metaverde, @freedumbs00, @liviade, @natesuits, @Vyvy-vi, @Zeptimus, @rodbot2, @AmwFund, @🐙 octopus, for joining Hatch Outreach call! Thank you so much, it was one of our biggest calls!",Token Engineering Commons,2021-04-14,🙏praise,,,,0.0,0.0,23.12587137,cranders71,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14
6005,JessicaZartler,ygganderson,the lead on a sweet TE opportunity with Luna swarm: https://forum.1hive.org/t/luna-swarm-expanding-the-1hive-cadcad-model/1190,Telegram,2021-01-10,TE Praise,150.0,50.0,100.0,0.00248636019,1.864770143,8.658705897,jessicazartler,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,10
2402,divine_comedian,sembrestels,assembling a spreadsheet with the new TEST Hatch DAO permissions. Time to update the documents!,Telegram,2021-04-09,TE Praise,,100.0,100.0,0.001436335405,1.651785716,5.958621165,divine_comedian,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9
3322,markop,sembrestels,all the brainstorming around the commons swarm logo,TG,2021-03-21,TE Praise,15.0,200.0,100.0,0.001496233644,1.670794236,4.522869831,markop,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,21
4454,durgadasji,iviangita,joining the TEC Weekly Sync 🙏🏼😊,Telegram,2021-02-26,TE Praise,40.0,20.0,50.0,0.0004950340078,0.7095487446,9.923013282,durgadasji,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
7122,lbagic,GriffGreen,joining our last Commons Stack Simulator sync!,Telegram,2020-12-08,CS dDEV Team,5.0,45.0,50.0,0.001447851861,1.090956377,1.090956377,lbagic,Tam,Zep,Santi,#7 Dec 18,,,,CS dDEV Team,Telegram:CS dDEV Team,2020,12,8
7332,JuankBell,iviangita,participating in the Praisegiving Call 😀,Telegram,2020-11-28,TE Praise,40.0,30.0,30.0,0.001179776444,,,juankbell,Griff,Zep,Santi,#6 Dec 4,0.9241582148,18.44834544,,TE Praise,Telegram:TE Praise,2020,11,28
2564,jeffemmett,iviangita,for gathering Zarghams interview,Token Engineering Commons,2021-04-02,🙏praise,,100.0,200.0,0.002149500432,2.471925496,3.556254027,jeffemmett,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2
5283,mzargham,JessicaZartler,catalyzing work to hack on interoperable NFT primitives and standards for the benefit of the ecosystem 🙌💫,Telegram,2021-01-28,Commons Stack,250000.0,50.0,200.0,0.02239757654,20.90440477,40.94891441,mzargham,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,28
6474,GriffGreen,Tonga2020,everything he does everyday,Telegram,2020-12-19,DUPLICATE,0.0,0.0,0.0,0.0,0.0,5.103338567,griffgreen,Griff,Jake,Juanka,#8 Jan 1,,,,DUPLICATE,Telegram:DUPLICATE,2020,12,19
7069,willruddick,JessicaZartler,sharing their research! 🙏🏼⚡️,Telegram,2020-12-07,Commons Stack,21.0,80.0,100.0,0.003191249418,2.404606436,2.404606436,willruddick,Tam,Zep,Santi,#7 Dec 18,,,,Commons Stack,Telegram:Commons Stack,2020,12,7
6632,fiorebotta,sembrestels,always being there when needed! It has been amazing to solve with you hatch frontend ux/ui problems!,Telegram,2020-12-28,TE Praise,100.0,50.0,100.0,0.005132620516,2.224135557,1.320724879,fiorebotta,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,28
6840,cranders71,iviangita,his contribution to endangered species and environmental impacts aside from doing work for us,Telegram,2020-12-18,TE Praise,21.0,120.0,100.0,0.003669506648,2.764973259,18.44150714,cranders71,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18
537,mehigher,markop,for attending the Comms Call. ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,6.114819591,mehigher,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,27
2891,durgadasji,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,18.52996145,durgadasji,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24
6060,GriffGreen,JuankBell,being so proactive and managing so much responsibilities while actively listening and having an insightful point of view that helps to give the best of us,Telegram,2021-01-15,TE Praise,,,,0.0,1.644736842105263,7.647892105,griffgreen,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
566,naynaysoo,iviangita,for their great work in Comms ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,5.86706192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
4796,zeptimusQ,iviangita,teaching me how to use Streamlabs in recording the TEC calls :D,Telegram,2021-02-03,TE Praise,,,,0.0,2.1953405017921144,46.10215054,,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,3
1404,Tam2140,zeptimusQ,for setting up the calendar for the MVV Runoff but honestly just for being awesome and coordinating all of us 🥰,Token Engineering Commons,2021-04-14,🙏praise,1000.0,100.0,100.0,0.0010126618,1.21519416,7.557688821,Tam2140,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14
6962,JessicaZartler,liviade,joining the soft gov wg! It's always so much fun to share time with you all! 💛🌞,Telegram,2020-12-09,TE Praise,5.0,45.0,50.0,0.001447851861,1.090956377,6.686071342,jessicazartler,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,9
2799,Santigs67,JuankBell,for bringing so much value into this world. It's amazing to feel part of this community of talented and mindful people.,Token Engineering Commons,2021-03-22,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,37.09538752,Santigs67,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22
7389,liviade,cranders71,the productive TEC Discord Channel Set-up work session. Amazing work Kris.,Telegram,2020-12-04,TE Praise,45.0,45.0,50.0,0.001677839916,,,liviade,Griff,Zep,Santi,#6 Dec 4,1.314307934,9.052678764,,TE Praise,Telegram:TE Praise,2020,12,4
3229,ygganderson,GriffGreen,to for an awesome overview of the Commons Swarm work on the forum! https://forum.tecommons.org/t/state-of-the-hatch-and-beyond/288,Token Engineering Commons,2021-03-14,🎫general,25.0,100.0,100.0,0.001234425234,1.378441511,6.174108384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,general,Token Engineering Commons:general,2021,3,14
769,Krisjones,iviangita,for being really great at Commons Stack comms and organizing things within the chaos ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,3.07265941,Krisjones,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
3523,zeptimusQ,liviade,joining the soft gov call! 💫⭐️🙌✨,Telegram,2021-03-02,TE Praise,25.0,1000.0,10.0,0.0007346939862,0.7591837857,41.63795567,zeptimusQ,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,2
1052,cranders71,iviangita,for attending the weekly Legal call,Token Engineering Commons,2021-04-23,🙏praise,1000.0,70.0,50.0,0.0006674280466,0.8009136559,23.12587137,cranders71,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
2777,zeptimusQ,vegayp,"@Tam2140, @Zeptimus, @freedumbs00, @griff, for joining the Hatch Outreach call!",Token Engineering Commons,2021-03-24,🙏praise,15.0,70.0,100.0,0.000950851562,1.061784244,52.3726097,zeptimusQ,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24
7218,cranders71,cranders71,an entertaining and definitely useful sense making and organization session on the Onboarding WG weekly sync 🎥😂🤲,Telegram,2020-11-26,TE Praise,30.0,60.0,30.0,0.001391700814,,,cranders71,Griff,Zep,Santi,#6 Dec 4,1.090165637,30.67343107,,TE Praise,Telegram:TE Praise,2020,11,26
3830,pehkah,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-03-12,TE Praise,25.0,500.0,100.0,0.0007906872343,0.8170434755,7.117614794,pehkah,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12
6859,JuankBell,liviade,joining the TEC agreements hack session today ⚡️,Telegram,2020-12-18,TE Praise,21.0,45.0,50.0,0.00205164823,1.545916941,15.99163854,juankbell,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18
630,Tam2140,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,4.797711404,Tam2140,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
3586,cranders71,JessicaZartler,joining the Comms Working Group call and their energy in supporting the work - have beautiful day everyone! 🙏🏼💫🌈,Telegram,2021-03-09,TE Praise,25.0,1000.0,50.0,0.0008278194634,0.8554134456,25.46545454,cranders71,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,9
5390,GriffGreen,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 🙏🏼,Telegram,2021-01-29,TE Praise,500.0,35.0,25.0,0.0009516863098,0.8882405558,12.43401535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29
4113,AdaptDAO,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-05,Commons Stack,35.0,500.0,40.0,0.0008127328046,0.8398238981,1.656867374,AdaptDAO,Jake,Metaverde,Griff,#13 Mar 12,,,,Commons Stack,Telegram:Commons Stack,2021,3,5
5531,freedumbs00,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 🙏🏼,Telegram,2021-01-29,TE Praise,,,,0.0,1.9815994338287328,8.025634713,freedumbs00,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29
483,jeffemmett,iviangita,for representing the Commons Stack and working very closely with Longtail Fintech ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,200.0,0.001342393283,1.61087194,6.257951473,jeffemmett,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
903,fahern#7639,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,0.7914556442,fahern#7639,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,4
5164,chuygarcia92,Santigs67,joining this week Legal WG meeting,Telegram,2021-01-30,TE Praise,40.0,25.0,25.0,0.001144933267,0.9350288349,2.594884667,chuygarcia92,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,1,30
2675,papa_raw,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-09,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,1.032078419,papa_raw,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9
7607,glefevre,iviangita,participating in the TEC Community Call this week 🙌🏽,Telegram,2020-12-04,TE Praise,45.0,45.0,40.0,0.00153603215,,,glefevre,Griff,Zep,Santi,#6 Dec 4,1.203225184,1.203225184,,TE Praise,Telegram:TE Praise,2020,12,4
4721,jeffemmett,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-02-19,Commons Stack,10.0,20.0,20.0,0.0002077573614,0.2977855513,2.52480455,jeffemmett,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,19
74,Suga#8514,liviade,for a delightful blogpost! https://medium.com/token-engineering-commons/your-economy-your-choice-v2-4f7c9fb42d99 ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,200.0,0.001342393283,1.61087194,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
1299,Krisjones,Mettodo#7010,for guiding us through the praise system today 🙂,Commons Stack,2021-04-14,🙌praise,1000.0,100.0,100.0,0.0010126618,1.21519416,8.310797183,Krisjones,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,14
6347,sembrestels,sembrestels,10h of work on integrating the impact hour app into the tec-template and deploying the smart contracts on xdai,Telegram,2020-12-21,Gardens Swarm,500.0,550.0,400.0,0.02976424094,12.89783774,36.30541675,sembrestels,Griff,Jake,Juanka,#8 Jan 1,,,,Gardens Swarm,Telegram:Gardens Swarm,2020,12,21
7482,GriffGreen,freedumbs00,being welcoming and helpful.,Telegram,2020-12-03,TE Praise,,,,0.0,,,griffgreen,Griff,Zep,Santi,#6 Dec 4,1.119370091,4.365222371,,TE Praise,Telegram:TE Praise,2020,12,3
3984,vegayp,iviangita,eduardovegapTam2140 for their so much work onboarding hatchers ,Token Engineering Commons,2021-03-05,🙌🏿praise,50.0,2500.0,200.0,0.002041991696,2.110058086,3.787057259,vegayp,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5
2659,knobsDAO,JessicaZartler,for all of his amazing continuing work on rooting the Trusted Seed ❤️,Commons Stack,2021-04-05,🙌praise,,100.0,300.0,0.002862665458,3.292065277,1.29688616,knobsDAO,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,2021,4,5
6344,dulcedu,JuankBell,"their influence in making my experience in the TEC something unforgettable, motivating and enlightening. Much gratitude, admiration and respect to all of you.",Telegram,2021-01-02,TE Praise,20.0,25.0,15.0,0.0005212732072,0.3909549054,0.3909549054,dulcedu,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,2
5430,JuankBell,freedumbs00,putting cooking utensils in perspective for future choices,Telegram,2021-01-28,TE Praise,,,,0.0,1.9815994338287328,8.718680184,juankbell,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,28
3348,divine_comedian,iviangita,for the valuable feedback on the communications process and for having the passion for making things digestible and understandable,Token Engineering Commons,2021-03-26,🙏praise,25.0,100.0,100.0,0.001234425234,1.378441511,4.427583805,divine_comedian,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
2759,zeptimusQ,iviangita,for working so hard for TEC and we are about to realize the dream that we have always wanted to happen,Token Engineering Commons,2021-03-26,🙏praise,25.0,100.0,100.0,0.001234425234,1.378441511,52.3726097,zeptimusQ,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
3441,blackboxdotart,JessicaZartler,for the immeasurable contributions her being radiates ❤️,Commons Stack,2021-03-22,🙌praise,15.0,150.0,100.0,0.001286471305,1.436559624,2.873119247,blackboxdotart,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,22
570,naynaysoo,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,5.86706192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,28
7131,vivszaid,vivszaid,finishing the requested changes in the converter PR,Telegram,2020-12-11,Gardens Swarm,89.0,130.0,100.0,0.006355205527,4.788647365,0.7103473646,vivszaid,Tam,Zep,Santi,#7 Dec 18,,,,Gardens Swarm,Telegram:Gardens Swarm,2020,12,11
6867,mateodaza,JessicaZartler,all their recent and huge contributions to the forum discussions! 🙏🏼🌟🌟🌟 (Please poke me if I missed you to dish you 😁),Telegram,2020-12-07,TE Praise,21.0,100.0,100.0,0.003430378033,2.584789848,11.63639727,mateodaza,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,7
3140,Tam2140,solsista,for joining <#810180622634844202> working group and providing valueable insights for the community survey & (research) goal of 0Mega and guidance how to complete towards transparency,Token Engineering Commons,2021-03-17,🙏praise,15.0,100.0,100.0,0.001076708966,1.202325011,7.63087726,Tam2140,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,17
3922,knobsDAO,iviangita,for inviting Mateo to the praise quant session in CS ,Token Engineering Commons,2021-03-05,🙌🏿praise,25.0,500.0,300.0,0.001256314621,1.298191775,4.825820077,knobsDAO,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5
1210,metaverde,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-23,Commons Stack,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,23
4626,Krisjones,JessicaZartler,"joining the Comms working group calls, all their efforts and supporting the multifaceted jobs that is Communications! Thank you all so much! 🙏🏼🌟❤️",Telegram,2021-02-23,TE Praise,40.0,50.0,80.0,0.000752629433,1.078768854,5.374262556,krisjones,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,23
1165,Laurenluz,iviangita,for joining cadCAD Bootcamp and getting more involved in the community and for all the amazing work in the Commons Simulator deep dive,Token Engineering Commons,2021-04-23,🙏praise,1000.0,100.0,100.0,0.0010126618,1.21519416,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
4927,liviade,krrisis,"such a HUGE and beautiful TEC update, beautifully brought, great and sexy presentation, super clear....  you guys are rocking it, so happy to see this ❤️",Telegram,2021-02-11,Commons Stack,100.0,100.0,100.0,0.003900108222,3.185088381,14.43379421,liviade,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,11
3261,ddan#2489,iviangita,for joining the TEC Community Call 🙏 🙂 https://www.youtube.com/watch?v=DhNRqaOw3ic,Token Engineering Commons,2021-03-19,🙏praise,15.0,60.0,100.0,0.0009088990941,1.014937322,9.167588002,ddan#2489,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19
4538,JessicaZartler,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-19,TE Commons,20.0,20.0,20.0,0.0002437844393,0.349424363,6.459898129,jessicazartler,Zep,Griff,Juanka,#12 Feb 26,,,,TE Commons,Telegram:TE Commons,2021,2,19
6043,GriffGreen,iviangita,joining the Transparency WG call today and sharing their thoughts and suggestions to help us reach our goals 😀🙏🏼,Telegram,2021-01-09,TE Praise,,,,0.0,1.644736842105263,7.647892105,griffgreen,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,9
3466,phil_h,liviade,"always being so carefull and attentive to our work, providing very insightful feedbacks! 🙌",TG,2021-03-24,Commons Stack,15.0,100.0,100.0,0.001076708966,1.202325011,2.228533523,phil_h,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,24
4306,solsista,JessicaZartler,introducing us to our latest project to propose Dacade!,Telegram,2021-02-17,TE Praise,80.0,100.0,100.0,0.001146868041,1.643844192,21.93320459,solsista,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,17
