,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day,Category Code,QUESTIONS
2169,sembrestels,sembrestels,1.5h validating the hatch dashboard with Vitor,Telegram,2021-04-02,Commons Swarm 🌐,,100.0,200.0,0.002149500432,2.471925496,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,2,,
2170,sembrestels,sembrestels,3h preparing the contract verification party,Telegram,2021-04-06,Commons Swarm 🌐,,300.0,300.0,0.004309006216,4.955357148,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,6,,
2171,sembrestels,GriffGreen,the Awesome MEME!!!,Telegram,2021-04-06,Commons Swarm 🌐,,100.0,100.0,0.001436335405,1.651785716,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,6,TEC1,
2172,sembrestels,sembrestels,8h work on testing and preparing and writing about the demo on DAO migrations for TEC: https://forum.tecommons.org/t/dao-migration-demo/331,Telegram,2021-04-09,Commons Swarm 🌐,,300.0,400.0,0.0050221712420000005,5.775496929,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,9,,
2173,sembrestels,zeptimusQ,"working until very late  and have a second demo ready, thats why we do demos thanks buddy ✨",Telegram,2021-04-09,TE Praise,,100.0,150.0,0.001792917919,2.061855606,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,,
2174,sembrestels,iviangita,they are getting us to the Hatch and for handling all the applications for the hatchers,Telegram,2021-04-09,TE Praise,,70.0,75.0,0.001041093035,1.19725699,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,,
2175,sembrestels,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-04-09,TE Praise,,40.0,40.0,0.0005745341621,0.6607142865,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,,
2176,sembrestels,Tam2140,to for buidl buidl buidl !,Token Engineering Commons,2021-04-01,🙏praise,,100.0,150.0,0.001792917919,2.061855606,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1,,
2177,sembrestels,iviangita,for all their work on the Commons Swarm and for major advances happened this week,Token Engineering Commons,2021-04-02,🙏praise,,100.0,150.0,0.001792917919,2.061855606,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2178,sembrestels,iviangita,for awesome work on the Dashboard and videos,Token Engineering Commons,2021-04-02,🙏praise,,70.0,100.0,0.001219384292,1.402291935,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2179,sembrestels,iviangita,"for meeting Eduardo in person, for pushing so hard toward the freeze, and for being an incredible wizard and the philosophical discussions he has with Jess",Token Engineering Commons,2021-04-02,🙏praise,,100.0,150.0,0.001792917919,2.061855606,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2180,sembrestels,iviangita,because new people are coming and this is possible because of the stewards amazing work,Token Engineering Commons,2021-04-02,🙏praise,,100.0,100.0,0.001436335405,1.651785716,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,TEC8,
2181,sembrestels,iviangita,for the constant work on the hatch and Hatch Dashboard,Token Engineering Commons,2021-04-02,🙏praise,,100.0,150.0,0.001792917919,2.061855606,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2182,sembrestels,iviangita,for bringing up the bot recorder idea,Token Engineering Commons,2021-04-02,🙏praise,,70.0,75.0,0.001041093035,1.19725699,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2183,sembrestels,iviangita,for joining the TEC Weekly Sync 🙏🏼 https://www.youtube.com/watch?v=WG5j9aC8mWg,Token Engineering Commons,2021-04-02,🙏praise,,40.0,50.0,0.0006458506648,0.7427282645000001,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2184,sembrestels,chuygarcia92,"for the successful deployment of the hatch demo after many many hours of hard work, you make us all proud!!",Token Engineering Commons,2021-04-02,🙏praise,,100.0,200.0,0.002149500432,2.471925496,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2185,sembrestels,iviangita,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Token Engineering Commons,2021-04-03,🙏praise,,60.0,40.0,0.0007191682379,0.8270434736,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,3,,
2186,sembrestels,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,100.0,80.0,0.0012937024,1.48775776,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,,
2187,sembrestels,zeptimusQ,for joining common swarm with an awesome energy⚡,Token Engineering Commons,2021-04-05,🙏praise,,50.0,50.0,0.0007181677027000001,0.8258928581,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,,
2188,sembrestels,iviangita,for verifying contracts on Blockscout for 1hive so they can be seen and be interactive without a different UI,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2189,sembrestels,iviangita,because what they are doing with the migration is unbelievable,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2190,sembrestels,iviangita,"for being always present for everyone who needs anything no matter how busy he is, for the great conversation and discussion with Jess about building a portable version of conviction voting, and for all the work he is doing for the hatch test",Token Engineering Commons,2021-04-09,🙏praise,,100.0,150.0,0.001792917919,2.061855606,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2191,sembrestels,iviangita,for the nice job on the contract verification,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2192,sembrestels,iviangita,for attending the verification party,Token Engineering Commons,2021-04-09,🙏praise,,80.0,100.0,0.0012917013300000001,1.4854565290000001,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2193,sembrestels,iviangita,for joining the TEC Community Call 🙌 https://www.youtube.com/watch?v=ehhAVtQhLAs,Token Engineering Commons,2021-04-09,🙏praise,,50.0,50.0,0.0007181677027000001,0.8258928581,8.205995329,sembrestels,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,TEC12,
2194,ygganderson,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-27,Commons Stack,,20.0,15.0,0.0002516088297,0.28935015420000004,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,2021,3,27,,
2195,ygganderson,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-03-27,TE Praise,,20.0,15.0,0.0002516088297,0.28935015420000004,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,3,27,,
2196,ygganderson,iviangita,"helping with all the projects, TEC Hatch frontend and templates",Telegram,2021-04-02,TE Praise,,60.0,80.0,0.0010044342479999999,1.1550993859999998,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,2,TEC5,
2197,ygganderson,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-03,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,3,,
2198,ygganderson,iviangita,they are getting us to the Hatch and for handling all the applications for the hatchers,Telegram,2021-04-09,TE Praise,,70.0,75.0,0.001041093035,1.19725699,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,,
2199,ygganderson,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-09,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,,
2200,ygganderson,ddan#2489,to and for recording WG sessions and making it easy to catch up with the great work going on here through the youtube playlists,Token Engineering Commons,2021-03-30,🙏praise,,150.0,80.0,0.0016552875899999999,1.903580728,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,30,,
2201,ygganderson,iviangita,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Token Engineering Commons,2021-04-03,🙏praise,,60.0,40.0,0.0007191682379,0.8270434736,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,3,,
2202,ygganderson,JessicaZartler,for supporting the itcoin cadCAD model TE academy research group!,Commons Stack,2021-04-05,🙌praise,,100.0,100.0,0.001436335405,1.651785716,8.056194867,ygganderson,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,2021,4,5,,
2203,solsista,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-03-27,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,8.056194867,solsista,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,3,27,TEC12,
2204,solsista,Tam2140,for making sure ethics is front and center in what we do,Token Engineering Commons,2021-04-01,🙏praise,,200.0,150.0,0.002516088297,2.893501542,8.056194867,solsista,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1,,
2205,solsista,iviangita,because new people are coming and this is possible because of the stewards amazing work,Token Engineering Commons,2021-04-02,🙏praise,,100.0,100.0,0.001436335405,1.651785716,8.056194867,solsista,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2206,solsista,iviangita,for leading the making up of the TEC survey,Token Engineering Commons,2021-04-02,🙏praise,,100.0,100.0,0.001436335405,1.651785716,8.056194867,solsista,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2207,solsista,JuankBell,for every interaction we have had in this past weeks. Thanks for your presence and support.,Token Engineering Commons,2021-04-05,🙏praise,,100.0,80.0,0.0012937024,1.48775776,8.056194867,solsista,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,,
2208,xgabi,iviangita,"helping with all the projects, TEC Hatch frontend and templates",Telegram,2021-04-02,TE Praise,,60.0,80.0,0.0010044342479999999,1.1550993859999998,7.967277195,xgabi,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,2,,
2209,xgabi,iviangita,they are getting us to the Hatch and for handling all the applications for the hatchers,Telegram,2021-04-09,TE Praise,,70.0,75.0,0.001041093035,1.19725699,7.967277195,xgabi,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,TEC6,
2210,xgabi,iviangita,for the tech course for 1hive metamorphosis swarm,Token Engineering Commons,2021-04-02,🙏praise,,100.0,100.0,0.001436335405,1.651785716,7.967277195,xgabi,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2211,xgabi,zeptimusQ,for joining common swarm with an awesome energy⚡,Token Engineering Commons,2021-04-05,🙏praise,,50.0,50.0,0.0007181677027000001,0.8258928581,7.967277195,xgabi,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,TEC12,
2212,xgabi,iviangita,for verifying contracts on Blockscout for 1hive so they can be seen and be interactive without a different UI,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,7.967277195,xgabi,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2213,xgabi,iviangita,for attending the verification party,Token Engineering Commons,2021-04-09,🙏praise,,80.0,100.0,0.0012917013300000001,1.4854565290000001,7.967277195,xgabi,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,TEC12,
2214,BlairV,JessicaZartler,starting the cadCAD bootcamp study group!,Telegram,2021-04-05,TE Praise,,100.0,200.0,0.002149500432,2.471925496,7.787140622000001,BlairV,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,5,TEC5,
2215,BlairV,JessicaZartler,for starting the cadCAD Bootcamp study group!,Commons Stack,2021-04-05,🙌praise,,100.0,200.0,0.002149500432,2.471925496,7.787140622000001,BlairV,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,2021,4,5,,
2216,BlairV,iviangita,for leading the really cool and amazing cadCAD Bootcamp,Token Engineering Commons,2021-04-09,🙏praise,,100.0,200.0,0.002149500432,2.471925496,7.787140622000001,BlairV,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,TE5,
2217,BlairV,iviangita,for also mentioning Commons Stack on the socials the past week! 🙏🏼🌱,Commons Stack,2021-04-09,🙌praise,,20.0,25.0,0.0003229253324,0.3713641322,7.787140622000001,BlairV,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,2021,4,9,,
2218,JuankBell,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-03-27,TE Praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,3,27,,
2219,JuankBell,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-09,Commons Stack,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,2021,4,9,,
2220,JuankBell,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-04-09,TE Praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,TEC12,
2221,JuankBell,iviangita,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 🙏,Token Engineering Commons,2021-03-27,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,27,,
2222,JuankBell,iviangita,for all the help in the process of publishing our guest blog post on theTEC Medium page 😄,Token Engineering Commons,2021-03-29,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,29,,
2223,JuankBell,vegayp,"for a full-spanish onboarding, thank you so much for taking the time! ❤️",Token Engineering Commons,2021-03-29,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,29,,
2224,JuankBell,Laurenluz,for taking the time to onboard me as a Hatcher and answer all of my questions - and to do it almost all en español!,Token Engineering Commons,2021-03-29,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,29,,
2225,JuankBell,ddan#2489,"to for bringing a warm heart to all of his work with Gravity and the TEC, and for taking time with me one-on-one onboarding and showing 'the way'",Token Engineering Commons,2021-03-30,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,30,,
2226,JuankBell,solsista,"to for joining the WG 0Mega, finalizing the community survey",Token Engineering Commons,2021-03-31,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,31,,
2227,JuankBell,liviade,"@santigs, @Juankbell, @mateodaza, @griff, @natesuits, @chuygarcia92🐝,@Zeptimus, @Tam2140, @durgadas, @Suga, for joining soft gov yesterday 💛",Token Engineering Commons,2021-03-31,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,31,,
2228,JuankBell,zeptimusQ,"for taking time to brainstorm on the Gravity survey! I'm sure we will do a great tool to gather information for the purpose of identifying feelings, needs and requests related to conflict management in Decentralized communities",Token Engineering Commons,2021-03-31,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,31,TEC17,
2229,JuankBell,ddan#2489,to and for helping guide me into work with TEC and Gravity,Token Engineering Commons,2021-03-31,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,31,,
2230,JuankBell,Tam2140,to for joining the Hatch Team and supporting me in a few of our sessions,Token Engineering Commons,2021-04-01,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1,,
2231,JuankBell,JuankBell,"for sharing some fun time in today's Gravity wg. All our personal missions, visions and values should be represented by the TEC's mission, vision & values.",Token Engineering Commons,2021-04-01,🙏praise,,,,0.0,0.0,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1,,
2232,JuankBell,Tam2140,to for an epic retrospective to an epic Sprint 6!,Token Engineering Commons,2021-04-01,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1,TEC8,
2233,JuankBell,iviangita,for the Gravity survey,Token Engineering Commons,2021-04-02,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2234,JuankBell,iviangita,"for jumping in the call to onboard Lauren, for all of his progress with Gravity, for incorporating so many things into Gravity and moving this along and being so much careful with the community",Token Engineering Commons,2021-04-02,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2235,JuankBell,iviangita,because new people are coming and this is possible because of the stewards amazing work,Token Engineering Commons,2021-04-02,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2236,JuankBell,iviangita,for joining the TEC Weekly Sync 🙏🏼 https://www.youtube.com/watch?v=WG5j9aC8mWg,Token Engineering Commons,2021-04-02,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2237,JuankBell,Santigs67,for attending this week Legal WG,Token Engineering Commons,2021-04-02,🏛legal,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,legal,Token Engineering Commons:legal,2021,4,2,,
2238,JuankBell,Santigs67,for adding the mediation paragraph in the proposal terms document,Token Engineering Commons,2021-04-02,🏛legal,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,legal,Token Engineering Commons:legal,2021,4,2,,
2239,JuankBell,shawn_westrick,for introducing me to gravity. !praise and for showing me 1Hive.,Token Engineering Commons,2021-04-02,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,TEC17,
2240,JuankBell,Tam2140,to for mission vision value tokenlog waterfall Griff's land in S. America sprint planning session,Token Engineering Commons,2021-04-02,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,,
2241,JuankBell,GriffGreen,for all the DANK memes during the meme party!!,Token Engineering Commons,2021-04-02,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,TEC1,
2242,JuankBell,iviangita,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Token Engineering Commons,2021-04-03,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,3,,
2243,JuankBell,Tam2140,to for the latest batch of memes which are cracking me up this monring!,Token Engineering Commons,2021-04-05,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,TEC1,
2244,JuankBell,iviangita,for attending the Transparency weekly call 🙏,Token Engineering Commons,2021-04-05,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,,
2245,JuankBell,JuankBell,for an amazing Gravity - 1hive outreach. We are to help one another 😃 🙌,Token Engineering Commons,2021-04-05,🙏praise,,,,0.0,0.0,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,5,,
2246,JuankBell,durgadasji,to for always being so open and working on Gravity,Token Engineering Commons,2021-04-06,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6,,
2247,JuankBell,zeptimusQ,for joining soft gov and sharing his inputs on MVV ✨,Token Engineering Commons,2021-04-06,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6,,
2248,JuankBell,zeptimusQ,for the harchers outreach milestone +77 soft commitments,Token Engineering Commons,2021-04-07,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,7,TEC6,
2249,JuankBell,zeptimusQ,for joining the stewards meeting ⚡,Token Engineering Commons,2021-04-07,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,7,,
2250,JuankBell,zeptimusQ,for joining Hatchers outreach weekly sync 😄,Token Engineering Commons,2021-04-07,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,7,TEC12,
2251,JuankBell,zeptimusQ,for updating the audit thanks man! 😄,Token Engineering Commons,2021-04-08,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,8,,
2252,JuankBell,iviangita,for participating in the MVV and submitting proposals and commenting,Token Engineering Commons,2021-04-09,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2253,JuankBell,iviangita,for the inspiring approach in his one-on-one call with Chuy and for the Graviton training,Token Engineering Commons,2021-04-09,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2254,JuankBell,iviangita,for joining the TEC Community Call 🙌 https://www.youtube.com/watch?v=ehhAVtQhLAs,Token Engineering Commons,2021-04-09,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,TEC12,
2255,JuankBell,iviangita,for always making time for Legal calls,Token Engineering Commons,2021-04-09,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,TEC12,
2256,JuankBell,iviangita,for attending the Legal weekly sync,Token Engineering Commons,2021-04-09,🙏praise,,,,0.0,1.3356562140000001,7.413129907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9,,
2257,Tam2140,GriffGreen,"taking leadership in the Swiss Membership DApp, the little things you do to make all these things work in CS are unquantifiable... but this praise will be quantified anyway ;-)",Telegram,2021-04-01,Commons Stack,,100.0,300.0,0.0028626654580000003,3.292065277,7.010968749,Tam2140,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,2021,4,1,,
2258,Tam2140,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-03,TE Praise,,20.0,25.0,0.0003229253324,0.3713641322,7.010968749,Tam2140,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,3,TEC12,
2259,Tam2140,Suga#8514,and for guiding me in my introduction to the TEC.,Token Engineering Commons,2021-03-29,🥚incubator,,150.0,150.0,0.002154503108,2.477678574,7.010968749,Tam2140,-,Juank,Ivy,#15 Apr 9,,,,incubator,Token Engineering Commons:incubator,2021,3,29,TEC15,
2260,Tam2140,iviangita,for additional edits in the Transparency medium post,Token Engineering Commons,2021-03-29,🙏praise,,100.0,200.0,0.002149500432,2.471925496,7.010968749,Tam2140,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,29,,
