,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day
2105,GriffGreen,iviangita,for stewarding the Commons Stack through the bear market,Token Engineering Commons,2021-04-09,🙏praise,,200.0,200.0,0.002872670811,3.303571432,9.783875323,GriffGreen,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9
5320,iviangita,iviangita,the tremendous effort that happens in the background and they give to the community,Telegram,2021-01-29,TE Praise,5000.0,25.0,100.0,0.0018883647860000001,1.7624738009999998,25.63526864,iviangita,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29
3143,Tam2140,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15.0,100.0,100.0,0.0010767089659999998,1.2023250109999999,7.63087726,Tam2140,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24
442,chuygarcia92,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-05-08,TE Praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,7.18127319,chuygarcia92,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,8
1642,divine_comedian,iviangita,because the Comms is coming together,Token Engineering Commons,2021-04-23,🙏praise,1000.0,200.0,100.0,0.00144876219,1.7385146280000001,4.643275317,divine_comedian,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
6408,zeptimusQ,iviangita,being subject matter experts and their efforts in decentralized coordination,Telegram,2020-12-27,TE Praise,45.0,25.0,150.0,0.004371313878,1.894236014,11.37618516,zeptimusq,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27
1404,Tam2140,zeptimusQ,for setting up the calendar for the MVV Runoff but honestly just for being awesome and coordinating all of us 🥰,Token Engineering Commons,2021-04-14,🙏praise,1000.0,100.0,100.0,0.0010126617999999998,1.21519416,7.557688821,Tam2140,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14
3891,Tonga2020,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-12,Commons Stack,25.0,500.0,100.0,0.0007906872343,0.8170434755,5.323294642,Tonga2020,Jake,Metaverde,Griff,#13 Mar 12,,,,Commons Stack,Telegram:Commons Stack,2021,3,12
1919,Vyvy-vi#5040,markop,to for taking care of all the Discord bot magic!,Token Engineering Commons,2021-04-02,🙏praise,,150.0,150.0,0.002154503108,2.477678574,31.40348907,Vyvy-vi#5040,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2
2114,Suga#8514,zeptimusQ,for joining soft gov and sharing his inputs on MVV ✨,Token Engineering Commons,2021-04-06,🙏praise,,70.0,50.0,0.0008628017784999999,0.9922220452,9.542802011000001,Suga#8514,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6
3331,markop,iviangita,for joining the Thursday Community Call 🙂 https://www.youtube.com/watch?v=1CSQ6NwOwIE,Token Engineering Commons,2021-03-26,🙏praise,15.0,80.0,100.0,0.0009928040298,1.108631167,4.522869831,markop,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
5670,markop,GriffGreen,their role in making this awesome community project a reality.,Telegram,2021-01-27,Commons Stack,1000.0,25.0,100.0,0.001578017337,1.472816181,3.140640504,markop,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,27
3373,papa_raw,JessicaZartler,all their work in DAO2DAO research - also Max Hampshire who we need to get in here :D 🙌🥳💫 Outstanding work!,TG,2021-03-15,Commons Stack,25.0,200.0,100.0,0.0016539499119999999,1.8469107359999999,3.693821471,papa_raw,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,15
5660,paulo_c2d,iviangita,joining the TEC Community Call! 🙏🏼,Telegram,2021-01-22,TE Praise,1000.0,15.0,25.0,0.0006163682558,0.5752770387,3.6689054469999998,paulo_c2d,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22
6843,JuankBell,zeptimusQ,sharing his notes on the bookclub discord and taking leadership today🤘,Telegram,2020-12-08,TE Praise,21.0,400.0,50.0,0.006296181152,4.744172498,15.99163854,juankbell,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,8
3343,divine_comedian,GriffGreen,the major milestone of getting out the Giveth.io,TG,2021-03-26,TE Praise,50.0,100.0,100.0,0.0016287159049999998,1.818732761,4.427583805,divine_comedian,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,26
3937,Letty#5399,Krisjones,for reaching out about a found typo and asking where to log the issue. Thanks for letting us know! ,Commons Stack,2021-03-11,praise,25.0,1000.0,100.0,0.0009442263099999999,0.9757005204000001,4.62452453,Letty#5399,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Commons Stack:praise,2021,3,11
2932,shawn_westrick,Santigs67,for joining the Legal WG session today,Token Engineering Commons,2021-03-26,🙏praise,15.0,70.0,100.0,0.000950851562,1.061784244,12.84505304,shawn_westrick,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
1312,liviade,zeptimusQ,for the MVV leadership and for linking the Token Blocks project with transparency i feel that can be fun 😄,Token Engineering Commons,2021-04-15,🙏praise,5000.0,100.0,200.0,0.0020324856210000002,2.438982745,8.26473812,liviade,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
4708,BlairV,iviangita,weaving in the background constantly,Telegram,2021-02-26,TE Praise,150.0,200.0,100.0,0.001660390962,2.379893712,3.028980345,blairv,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
3120,Tam2140,JuankBell,@Sjdthree @dysbulic for becoming the 1st generation of Gravitons (Alternative Dispute Resolution providers for DAOs) Amazing number 17! Thanks all!,Token Engineering Commons,2021-03-18,🙏praise,45.0,100.0,100.0,0.0015498577710000001,1.730674511,7.63087726,Tam2140,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,18
3358,knobsDAO,Tam2140,for getting together for the TEC AMA today! Everyone is welcome. 🙏🏽,Token Engineering Commons,2021-03-17,🙏praise,15.0,80.0,100.0,0.0009928040298,1.108631167,4.232003084,knobsDAO,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,17
6705,Santigs67,iviangita,doing so much for the Legal group and always being available to help all the other groups with the legal stuff,Telegram,2020-12-18,TE Praise,,,,0.0,1.984210526,55.55789474,santigs67,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18
6667,owocki,GriffGreen,"donating to Commons Stack Iteration 0 Gitcoin grant, helping us raise over 14,000 DAI to build the future of high functioning Public Goods focused economies!",Telegram,2020-12-23,Commons Stack,20.0,25.0,25.0,0.0014231519020000002,0.6166991577000001,0.6166991577000001,owocki,Griff,Jake,Juanka,#8 Jan 1,,,,Commons Stack,Telegram:Commons Stack,2020,12,23
229,sembrestels,sembrestels,2h validating and pinning commons swarm contracts and apps: https://hackmd.io/QijHpCIiR6uZXktbIfZI7g#Commons-Swarm-Apps,Telegram,2021-05-03,Commons Swarm 🌐,20000.0,200.0,200.0,0.003325898868,3.9910786419999997,11.11149818,sembrestels,Metaverde,Juank,Edu,#17 May 7,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,5,3
4197,metaverde,sembrestels,"reviewing the state machine diagram documentation, it's finally published!",Telegram,2021-02-16,TE Praise,120.0,150.0,100.0,0.00142164304,2.037688358,35.78736213,metaverde,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,16
6938,liviade,iviangita,joining the TEC Community Call this week 🙏🏼,Telegram,2020-12-11,TE Praise,2.0,45.0,50.0,0.0013346400409999998,1.0056512709999998,7.65769915,liviade,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,11
6053,GriffGreen,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-01-14,TE Commons,,,,0.0,1.6447368421052633,7.647892105,griffgreen,Griff,Jake,Zepti,#9 Jan 15,,,,TE Commons,Telegram:TE Commons,2021,1,14
3137,Tam2140,iviangita,for a very warm welcome for Baartch and answering his questions,Token Engineering Commons,2021-03-26,🙏praise,25.0,100.0,100.0,0.001234425234,1.378441511,7.63087726,Tam2140,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
4730,HBesso31,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-02-19,Commons Stack,10.0,20.0,20.0,0.0002077573614,0.2977855513,2.4571999780000002,hbesso31,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,19
6174,metaverde,iviangita,joining the TEC Weekly Sync 🙏🏼🙌🏽,Telegram,2021-01-15,TE Praise,10.0,25.0,40.0,0.0006372282264,0.4779211698,4.6891403789999995,metaverde,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
634,durgadasji,JuankBell,for an improv hack session on designs and illustrations for the Hatch and for Gravity ,Token Engineering Commons,2021-04-26,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,4.7234516630000005,durgadasji,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,26
4985,GriffGreen,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 💪🙏,Telegram,2021-02-05,Commons Stack,10.0,10.0,15.0,0.00044765103199999995,0.3655816761,9.881107706,griffgreen,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,5
3284,JessicaZartler,iviangita,"for reaching out to Zargham and doing the interview for the onboarding video, because she is producing so much content, for giving Santi some contacts in the art arena, for her warm support to Livia this week, and for dropping in Chuys photo in the call agenda",Token Engineering Commons,2021-03-26,🙏praise,100.0,250.0,100.0,0.003046584265,3.402019096,5.463329685,JessicaZartler,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26
5583,Tam2140,liviade,"her wisdom, curiosity and presence. It's so wonderful to talk with a master in the arts of conversation ❤️",Telegram,2021-01-28,TE Praise,25000.0,35.0,150.0,0.004143553335,3.8673164460000002,6.755354539,tam2140,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,28
898,OOPS FIX ME,iviangita,because they are very new to web3 which gave Tam the opportunity to explain it in her own understanding ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,11.88985225,OOPS FIX ME,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7
757,divine_comedian,iviangita,for all the things they are doing that Suga does not see ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,3.22455709,divine_comedian,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
6230,markop,GriffGreen,the great progress being made on the Commons Stack Swag Store,Telegram,2021-01-12,Commons Stack,100.0,55.0,130.0,0.002365506861,1.7741301459999999,3.8260996360000004,markop,Griff,Jake,Zepti,#9 Jan 15,,,,Commons Stack,Telegram:Commons Stack,2021,1,12
5621,naynaysoo,liviade,joining the soft call! Thanks so much for your contributions!,Telegram,2021-01-19,TE Praise,1000.0,15.0,25.0,0.0006163682558,0.5752770387,5.309856335,naynaysoo,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,19
2952,freedumbs00,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-19,Commons Stack,,,,0.0,1.6277939747327528,9.68973309,freedumbs00,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,Telegram:Commons Stack,2021,3,19
3492,Kike Bell#8265,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15.0,200.0,100.0,0.0014962336439999998,1.6707942359999999,1.6707942359999999,Kike Bell#8265,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24
7569,knobsDAO,cranders71,the stimulating discussions on yesterday's Soft Gov WG weekly sync 😉🤲,Telegram,2020-11-25,TE Praise,20.0,60.0,20.0,0.001141407292,,,knobsdao,Griff,Zep,Santi,#6 Dec 4,0.8941023790000001,2.283602708,,TE Praise,Telegram:TE Praise,2020,11,25
6965,JessicaZartler,iviangita,amazing coordination in the community,Telegram,2020-12-11,TE Praise,3.0,300.0,100.0,0.00514239327,3.8747933289999996,6.686071342000001,jessicazartler,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,11
6260,fiorebotta,sembrestels,coming to the gardens swarm weekly sync!,Telegram,2021-01-04,TE Praise,20.0,25.0,40.0,0.0007183253078,0.5387439808,1.573232033,fiorebotta,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,4
5397,GriffGreen,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 💪🙏,Telegram,2021-01-22,Commons Stack,500.0,25.0,25.0,0.0007646305672,0.7136551960999999,12.43401535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,22
6924,katalenacaban,GriffGreen,their hard work getting the Trusted Seed Membership DApp up and working with a Test Donation on Giveth! HUGE MILESTONE!,Telegram,2020-12-13,TE Praise,89.0,100.0,100.0,0.005996512604,4.518372247,8.896925236,katalenacaban,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,13
2129,akrtws ,JessicaZartler,wrapping the first TE Academy research group on the Gitcoin cadCAD model!!,Telegram,2021-04-05,Commons Stack,,500.0,300.0,0.005755346973999999,6.61864902,8.229427747,akrtws,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,2021,4,5
7017,VitorMarthendal,danlessa,submitting a cadCAD snippet showing how to query substeps by the usage of metadata labels 😊 https://github.com/cadCAD-org/demos/blob/master/snippets/psub_map_label.ipynb,Telegram,2020-12-08,cadCAD_org,21.0,50.0,50.0,0.002111430384,1.590962794,3.772875548,vitormarthendal,Tam,Zep,Santi,#7 Dec 18,,,,cadCAD_org,Telegram:cadCAD_org,2020,12,8
6370,Santigs67,liviade,joining the book club last week! 🙌✨🤓,Telegram,2020-12-28,TE Praise,50.0,25.0,25.0,0.0020873830549999997,0.9045326571,21.60361373,santigs67,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,28
5732,BenjaminScholtz,GriffGreen,their role in making this awesome community project a reality.,Telegram,2021-01-27,Commons Stack,1000.0,25.0,100.0,0.001578017337,1.472816181,1.472816181,benjaminscholtz,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,27
5304,wslyvh,knobsDAO,"his ongoing work on Tokenlog and the value its creating for Commons Stack, the TEC, and the wider ecosystem.",Telegram,2021-01-19,Commons Stack,200000.0,100.0,50.0,0.01790432546,16.71070376,29.66046251,wslyvh,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,19
3291,vegayp,zeptimusQ,spending some time with me and bringing huge value for the onboarding video ✨,Telegram,2021-03-16,TE Praise,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,Telegram:TE Praise,2021,3,16
5967,solsista,ygganderson,being such a glue that keeps people and projects together. I see her active in every single discord channel 🙈 Major praise.,Telegram,2021-01-06,TE Praise,100.0,155.0,150.0,0.0034865396789999998,2.614904759,9.433990569,solsista,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,6
1925,Vyvy-vi#5040,iviangita,for moderating Discord,Token Engineering Commons,2021-04-09,🙏praise,,100.0,100.0,0.001436335405,1.651785716,31.40348907,Vyvy-vi#5040,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9
689,sgonzt,GriffGreen,Jake for the countless hours put into building this dashboard... WHICH IS SO READY TO PLAY WITH!!! ,Token Engineering Commons,2021-05-03,🎫general,1000.0,200.0,400.0,0.0019419136670000001,2.3302964,3.94116834,sgonzt,Metaverde,Juank,Edu,#17 May 7,,,,general,Token Engineering Commons:general,2021,5,3
6290,wipabramson,GriffGreen,donating to the Commons Simulator Grant... which btw... watch out for an email this week for a special invite to be the first  to play the game before its completely done ;-D,Telegram,2021-01-05,Commons Stack,45.0,55.0,40.0,0.001210085352,0.9075640141,0.9075640141,wipabramson,Griff,Jake,Zepti,#9 Jan 15,,,,Commons Stack,Telegram:Commons Stack,2021,1,5
587,MerlinEgalite,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-04-28,CS dDEV Team,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,4.974953593,MerlinEgalite,Metaverde,Juank,Edu,#17 May 7,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,4,28
6640,vegayp,cranders71,all of your valued input and nice holiday cheer at this week's Onboarding WG sync. 🎊 🙏,Telegram,2020-12-26,TE Praise,120.0,50.0,50.0,0.004617586878,2.000954314,0.6297038334,vegayp,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,26
5442,geleeroyale,iviangita,the work in the Trusted Seed and Swiss Association Dapp and getting it to its initial phase,Telegram,2021-01-29,TE Praise,25000.0,75.0,200.0,0.005408171864999999,5.047627073999999,9.292245042000001,geleeroyale,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29
3300,vegayp,markop,to for completing all Hatch content pieces.,Token Engineering Commons,2021-03-19,🌾stewards,,,,0.0,1.6277939747327528,5.372117444,vegayp,Jake,Juank,Eduardo,#14 Mar 26,,,,stewards,Token Engineering Commons:stewards,2021,3,19
7328,JuankBell,JuankBell,having a very reflexive conflict management Working group call (also praise to durgadas but i think he is not in Telegram),Telegram,2020-11-26,TE Praise,200.0,60.0,50.0,0.0035195741930000002,,,juankbell,Griff,Zep,Santi,#6 Dec 4,2.756999785,18.44834544,,TE Praise,Telegram:TE Praise,2020,11,26
1610,naynaysoo,zeptimusQ,for joining Stewards call✨,Token Engineering Commons,2021-04-21,🙏praise,1000.0,60.0,50.0,0.0006238180076000001,0.7485816090999999,5.2588618060000005,naynaysoo,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,21
1036,wslyvh,GriffGreen,pushing the TokenLog forward,Telegram,2021-04-14,Commons Stack,80000.0,250.0,300.0,0.01419700376,17.03640452,24.41232726,wslyvh,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,14
7365,liviade,cranders71,the stimulating discussions on yesterday's Soft Gov WG weekly sync 😉🤲,Telegram,2020-11-25,TE Praise,50.0,60.0,20.0,0.0014668645600000002,,,liviade,Griff,Zep,Santi,#6 Dec 4,1.149043905,9.052678764,,TE Praise,Telegram:TE Praise,2020,11,25
2599,Krisjones,GriffGreen,for all the DANK memes during the meme party!!,Token Engineering Commons,2021-04-02,🙏praise,,70.0,50.0,0.0008628017784999999,0.9922220452,2.100073445,Krisjones,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2
6222,willjgriff,iviangita,helping Gardens Swarm perfect their request for more funding from 1hive community,Telegram,2021-01-15,TE Praise,120.0,35.0,100.0,0.002098560276,1.5739202069999998,3.857746717,willjgriff,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15
1372,JuankBell,iviangita,for joining the TEC Community Call 🙏🏼 https://www.youtube.com/watch?v=S8RQW7bF8Gk,Token Engineering Commons,2021-04-16,🙏praise,,,,0.0,1.5075376884422111,7.688681407000001,JuankBell,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
1389,JuankBell,zeptimusQ,"doing praise quant, real heroes🌟",Telegram,2021-04-10,TE Praise,,,,0.0,1.5075376884422111,7.688681407000001,JuankBell,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,10
5426,JuankBell,liviade,joining the soft gov call! thanks so much for your great insights today!,Telegram,2021-01-26,TE Praise,,,,0.0,1.9815994338287328,8.718680184,juankbell,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,26
702,JessicaZartler,Tam2140,for having added so many recommendations for whom the hatcher team should reach out to. This was a very strategic sprint for the hatch team because of those recommendations. ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,3.818864055,JessicaZartler,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30
781,WhyldWanderer#7002,JessicaZartler,for engaging in CS community discussions ,Commons Stack,2021-05-03,🙌praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,2.9405567039999996,WhyldWanderer#7002,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3
1987,mateodaza,iviangita,for joining the TEC Community Call 🙌 https://www.youtube.com/watch?v=ehhAVtQhLAs,Token Engineering Commons,2021-04-09,🙏praise,,50.0,50.0,0.0007181677027000001,0.8258928581,10.00056517,mateodaza,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9
4310,solsista,iviangita,being the most present in this space,Telegram,2021-02-26,TE Praise,200.0,200.0,200.0,0.002437844393,3.49424363,21.93320459,solsista,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
994,ygganderson,iviangita,for joining the TEC Community Call 🙏🏼 https://www.youtube.com/watch?v=S8RQW7bF8Gk,Token Engineering Commons,2021-04-16,🙏praise,1000.0,60.0,50.0,0.0006238180076000001,0.7485816090999999,29.83229292,ygganderson,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
6375,Santigs67,JessicaZartler,the Communications WG call today - was so amazing to have all of the discussions and feedback to get clarity and focus 🙏🏼🙏🏼🙏🏼🙌🌟🌟🌟,Telegram,2020-12-22,TE Praise,10.0,25.0,30.0,0.001297526959,0.5622616822,21.60361373,santigs67,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,22
4244,mateodaza,iviangita,the great hack sessions on the Source Cred,Telegram,2021-02-19,TE Praise,200.0,600.0,100.0,0.002885859852,4.136399121,24.81327975,mateodaza,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,19
7234,cranders71,cranders71,the productive TEC Discord Channel Set-up work session. Amazing work Kris.,Telegram,2020-12-04,TE Praise,45.0,45.0,50.0,0.001677839916,,,cranders71,Griff,Zep,Santi,#6 Dec 4,1.3143079340000001,30.67343107,,TE Praise,Telegram:TE Praise,2020,12,4
1483,markop,iviangita,for hacking on Deep Dive part 2,Token Engineering Commons,2021-04-16,🙏praise,5000.0,50.0,150.0,0.0016000317900000001,1.9200381480000002,5.893070738,markop,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
5013,MerlinEgalite,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 💪🙏,Telegram,2021-02-05,Commons Stack,10.0,10.0,15.0,0.00044765103199999995,0.3655816761,7.49171896,merlinegalite,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,5
6906,GriffGreen,JuankBell,a really nice saturdar talk about next steps on the Gravity Group. So many good ideas im still digesting them!,Telegram,2020-12-14,TE Praise,5.0,90.0,50.0,0.001985891245,1.4963690530000002,10.26614504,griffgreen,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,14
4337,shawn_westrick,iviangita,joining the TEC Weekly Sync 🙏🏼😊,Telegram,2021-02-26,TE Praise,40.0,20.0,50.0,0.0004950340078,0.7095487446,19.30675942,shawn_westrick,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26
5332,cranders71,zeptimusQ,launched a TEC project page for the kernel program,Telegram,2021-01-24,TE Praise,5000.0,100.0,100.0,0.003291282856,3.0718639989999996,21.23895794,cranders71,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,24
834,andythegreenie#7463,iviangita,@willszal#6405 for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,2021-05-07,🧪praise-testing,500.0,25.0,100.0,0.0004317674408,0.518120929,1.7127714859999998,andythegreenie#7463,Metaverde,Juank,Edu,#17 May 7,,,,praise-testing,Commons Stack:praise-testing,2021,5,7
7290,Santigs67,zeptimusQ,showing to the community one of the best traditions in the world😜,Telegram,2020-11-26,TE Praise,,,,0.0,,,santigs67,Griff,Zep,Santi,#6 Dec 4,1.119370091,24.62614201,,TE Praise,Telegram:TE Praise,2020,11,26
2318,markop,iviangita,for reaching out to Vyvy to explain the Hatch,Token Engineering Commons,2021-04-09,🙏praise,,80.0,100.0,0.0012917013300000001,1.4854565290000001,6.992560491,markop,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,9
5085,Tam2140,JessicaZartler,their HUGE progress and work on the front end of the new TEC discord and onboarding journey there! 🙏🏼🌟🌟🌟,Telegram,2021-02-09,TE Praise,100.0,100.0,150.0,0.00447651032,3.655816761,6.262961604,tam2140,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,9
863,uPaul,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-30,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,1.036241858,uPaul,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,4,30
7329,JuankBell,zeptimusQ,that moment of peace thanks you!🙏🏻,Telegram,2020-11-26,TE Praise,400.0,80.0,50.0,0.00590289606,,,juankbell,Griff,Zep,Santi,#6 Dec 4,4.6239352469999995,18.44834544,,TE Praise,Telegram:TE Praise,2020,11,26
