,Unnamed: 0,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day,Category Code,QUESTIONS,IH_per_praise_clean
382,382,mateodaza,iviangita,because Zep does not praise him enough and he is doing a lot ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,150.0,200.0,0.001182773816,1.419328579,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,1.419328579
383,383,mateodaza,Tam2140,for wearing that great Commons Stack hat in Soft Gov 💪🏽 ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,27,,,1.25115971
384,384,mateodaza,liviade,for joining the first SourceCred committee call and creating issues for the next steps ✨ ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,TEC12,,1.25115971
385,385,mateodaza,iviangita,for launching the first group of SourceCred committee ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,1.25115971
386,386,mateodaza,iviangita,for always being around ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,1.059616349
387,387,mateodaza,iviangita,for being an active piece of SoftGov and making it better every time ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC2,,0.8680729884
388,388,mateodaza,liviade,for joining the SourceCred committee call yesterday! ,Token Engineering Commons,2021-05-05,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,5,,,0.8680729884
389,389,mateodaza,iviangita,for their work in the SourceCred committee ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,TEC16,,0.8680729884
390,390,mateodaza,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.8680729884
391,391,mateodaza,iviangita,for attending the TEC Community Call 🙏🏼 ☺️ https://youtu.be/fvlttUshrbg ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.7914556442
392,392,mateodaza,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.7531469720999999
393,393,mateodaza,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,7.478048773999999,mateodaza,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.6765296278
394,394,Letty#5399,solsista,to take the lead on work sesh Consilience ,Token Engineering Commons,2021-04-28,🙏praise,30000.0,100.0,100.0,0.00375085005,4.50102006,7.464951256,Letty#5399,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,4.50102006
395,395,Letty#5399,JessicaZartler,for all of her engagement in the ecosystem ,Commons Stack,2021-05-03,🙌praise,1000.0,100.0,200.0,0.001023154349,1.227785219,7.464951256,Letty#5399,Metaverde,Juank,Edu,17,,,,praise,Commons Stack : praise,2021,5,3,,,1.227785219
396,396,Letty#5399,solsista,"for joining the <#810180622634844202> bi-weekly call, with their diverse backgrounds - already creating a perfect focus group 😄 to start our research from, and making time for not just 1 but 2 work sessions until our next call ",Token Engineering Commons,2021-04-28,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.464951256,Letty#5399,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,TEC7,,0.8680729884
397,397,Letty#5399,iviangita,because the biweekly 0mega calls are becoming one of Chuys favorite spaces in the TEC ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.464951256,Letty#5399,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC7,,0.8680729884
398,398,chuygarcia92,Vyvy-vi#5040,and for hosting Hatch Params Party in 1hive! ,Token Engineering Commons,2021-05-07,🙏praise,10000.0,200.0,200.0,0.00228194856,2.738338273,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,2.738338273
399,399,chuygarcia92,chuygarcia92,1h of reviewing Commons Swarm weekly updates,Telegram,2021-04-30,Commons Swarm 🌐,10000.0,100.0,100.0,0.001662949434,1.995539321,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,Commons Swarm ,Telegram : Commons Swarm ,2021,4,30,TEC5,,1.995539321
400,400,chuygarcia92,chuygarcia92,1h of reviewing Commons Swarm weekly updates for TEC forum,Telegram,2021-04-30,Commons Swarm 🌐,10000.0,100.0,100.0,0.001662949434,1.995539321,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,Commons Swarm ,Telegram : Commons Swarm ,2021,4,30,TEC5,or TEC1,1.995539321
401,401,chuygarcia92,chuygarcia92,1h of work in the Commons Swarm weekly updates ,Telegram,2021-05-06,Commons Swarm 🌐,10000.0,100.0,100.0,0.001662949434,1.995539321,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,Commons Swarm ,Telegram : Commons Swarm ,2021,5,6,,,1.995539321
402,402,chuygarcia92,chuygarcia92,1h of work in the Commons Swarm weekly updates for the TEC Forum,Telegram,2021-05-06,Commons Swarm 🌐,10000.0,100.0,100.0,0.001662949434,1.995539321,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,Commons Swarm ,Telegram : Commons Swarm ,2021,5,6,,,1.995539321
403,403,chuygarcia92,iviangita,"for his work in Comms, for answering Manus questions and helping with the content of the video, for guiding Zepti in Honeyswap farming, for the 1on1 with Eduardo, for leading the Comms and content distribution, and for all the work on comms ",Token Engineering Commons,2021-05-07,🙏praise,1000.0,200.0,200.0,0.0013423932829999998,1.61087194,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,1.61087194
404,404,chuygarcia92,cranders71,"for attending the 1Hive TEC Hatch Params Party, and to the 9 individuals in attendance but not in the Praise channel, help them join us here. ",Token Engineering Commons,2021-05-07,🙏praise,1000.0,200.0,200.0,0.0013423932829999998,1.61087194,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,1.227785219
405,405,chuygarcia92,iviangita,"because you have so much grace in how you approach things, for the work you do for Comms, for taking over the Comms duties and holding ground for that working group, for being in many calls ",Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,1.25115971
406,406,chuygarcia92,GriffGreen,and the many other community members that did user testing over the last month to slowly but surely make this project something we can be proud to release! ,Token Engineering Commons,2021-05-03,🎫general,1000.0,100.0,200.0,0.001023154349,1.227785219,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,general,Token Engineering Commons : general,2021,5,3,,,1.227785219
407,407,chuygarcia92,zeptimusQ,"for updating the youtube description, adding the glossary. Good adition !! 😄 ",Token Engineering Commons,2021-05-04,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,4,,,1.227785219
408,408,chuygarcia92,iviangita,for all the awesome MEMES! ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,1.227785219
409,409,chuygarcia92,iviangita,for always being around ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC16,,1.059616349
410,410,chuygarcia92,iviangita,for being present in the Transparency sync call today ,Token Engineering Commons,2021-04-26,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,26,,,0.8680729884
411,411,chuygarcia92,solsista,"for joining the <#810180622634844202> bi-weekly call, with their diverse backgrounds - already creating a perfect focus group 😄 to start our research from, and making time for not just 1 but 2 work sessions until our next call ",Token Engineering Commons,2021-04-28,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.8680729884
412,412,chuygarcia92,Tam2140,for a highly productive Community Stewards call.🌾 ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.8680729884
413,413,chuygarcia92,naynaysoo,for joining the Hatch Communications Hack Session! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,TEC12,,0.8680729884
414,414,chuygarcia92,iviangita,for all their work in Comms ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC16,,0.8680729884
415,415,chuygarcia92,iviangita,for getting the ball rolling in the hatch campaigns ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC1,,0.8680729884
416,416,chuygarcia92,iviangita,for being an active piece of SoftGov and making it better every time ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
417,417,chuygarcia92,iviangita,for joining Santi in this other project he is launching around art ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC15,,0.8680729884
418,418,chuygarcia92,iviangita,for improving the transparency in Comms 🙌 😁 ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
419,419,chuygarcia92,iviangita,for awesome perspectives from cinema development in coordinating a commons/DAO ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
420,420,chuygarcia92,zeptimusQ,"for yesterday restrospective meeting, what an awesome sprint⚡ ",Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
421,421,chuygarcia92,Tam2140,for the Masana Temples recommendation. Nice mix up low and high beats. ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC12,,0.8680729884
422,422,chuygarcia92,naynaysoo,for attending the SEO Hack Session! ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
423,423,chuygarcia92,GriffGreen,for making the Stewards call groovy 😄 ,Token Engineering Commons,2021-04-30,🌾-stewards,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,-stewards,Token Engineering Commons : -stewards,2021,4,30,,,0.8680729884
424,424,chuygarcia92,GriffGreen,for the AMAZING MEMES this week!!! ,Token Engineering Commons,2021-05-03,🍄memes,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,memes,Token Engineering Commons : memes,2021,5,3,TEC1,,0.8680729884
425,425,chuygarcia92,chuygarcia92,for coming to our first content workshop ,Token Engineering Commons,2021-05-03,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,3,,,0.8680729884
426,426,chuygarcia92,liviade,for joining the SourceCred committee call yesterday! ,Token Engineering Commons,2021-05-05,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,5,,,0.8680729884
427,427,chuygarcia92,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.8680729884
428,428,chuygarcia92,iviangita,for the thoughtfulness and care with your approach in the work you do ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,TEC16,,0.8680729884
429,429,chuygarcia92,iviangita,for helping Suga with some technical stuff ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.8680729884
430,430,chuygarcia92,Tam2140,for joining the Community Stewards sync yesterday. ,Token Engineering Commons,2021-05-06,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643162999999,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,6,,,0.8297643162999999
431,431,chuygarcia92,iviangita,for joining the Legal WG in the past weeks and we have dealt with the legal issues ahead of time ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643162999999,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,TEC12,,0.8297643162999999
432,432,chuygarcia92,iviangita,for their great work in Comms ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643162999999,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.8297643162999999
433,433,chuygarcia92,iviangita,for attending the TEC Community Call 🙏🏼 ☺️ https://youtu.be/fvlttUshrbg ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.7914556442
434,434,chuygarcia92,iviangita,for joining the Legal weekly sync ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC12,,0.7914556442
435,435,chuygarcia92,zeptimusQ,for joining Common Swarm weekly sync ⚡ ,Token Engineering Commons,2021-05-03,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,3,,,0.7914556442
436,436,chuygarcia92,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,4,,,0.7914556442
437,437,chuygarcia92,iviangita,for joining the Legal weekly call ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,TEC12,,0.7914556442
438,438,chuygarcia92,markop,for attending the Comms Call. ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,27,TEC12,,0.7531469720999999
439,439,chuygarcia92,zeptimusQ,for joining Common Swarm yesterday ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,27,,,0.7531469720999999
440,440,chuygarcia92,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.7531469720999999
441,441,chuygarcia92,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.6765296278
442,442,chuygarcia92,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-05-08,TE Praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,5,8,,,0.6765296278
443,443,chuygarcia92,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-05-08,TE Praise,500.0,25.0,100.0,0.0004317674408,0.518120929,7.18127319,chuygarcia92,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,5,8,TEC12,,0.518120929
444,444,metaverde,iviangita,for always being around ,Token Engineering Commons,2021-04-30,🙏praise,,,,0.0,1.3544018058690743,6.772009029,metaverde,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,1.059616349
445,445,metaverde,JessicaZartler,for all of her work as a bridge builder in the ecosystem ,Commons Stack,2021-05-03,🙌praise,,,,0.0,1.3544018058690743,6.772009029,metaverde,Metaverde,Juank,Edu,17,,,,praise,Commons Stack : praise,2021,5,3,,,1.3544018058690743
446,446,metaverde,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,2021-05-04,🙏praise,,,,0.0,1.3544018058690743,6.772009029,metaverde,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,4,TEC12,,0.7914556442
447,447,metaverde,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,2021-05-07,🙏praise,,,,0.0,1.3544018058690743,6.772009029,metaverde,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,TEC12,,0.8680729884
448,448,metaverde,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-30,Commons Stack,,,,0.0,1.3544018058690743,6.772009029,metaverde,Metaverde,Juank,Edu,17,,,,Commons Stack,Telegram : Commons Stack,2021,4,30,,,0.518120929
449,449,JuankBell,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-30,TE Praise,,,,0.0,1.3544018058690743,6.501007788,juankbell,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,4,30,,,0.518120929
450,450,JuankBell,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-05-01,TE Praise,,,,0.0,1.3544018058690743,6.501007788,juankbell,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,5,1,TEC12,,0.6765296278
451,451,JuankBell,iviangita,for being present in the Transparency sync call today ,Token Engineering Commons,2021-04-26,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,26,,,0.8680729884
452,452,JuankBell,zeptimusQ,for building the diagrams for gravity so durgadas could make them pretty ✨ ,Token Engineering Commons,2021-04-26,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,26,,,1.3544018058690743
453,453,JuankBell,markop,for attending the Comms Call. ,Token Engineering Commons,2021-04-27,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,27,,,0.7531469720999999
454,454,JuankBell,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,2021-04-28,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.7531469720999999
455,455,JuankBell,vegayp,for joining Hatch Outreach call! ,Token Engineering Commons,2021-04-28,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.7531469720999999
456,456,JuankBell,zeptimusQ,for coordinating everything goin on gravity wich is alot! thanks buddy ,Token Engineering Commons,2021-04-28,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,1.3544018058690743
457,457,JuankBell,Tam2140,for a highly productive Community Stewards call.🌾 ,Token Engineering Commons,2021-04-28,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.8680729884
458,458,JuankBell,zeptimusQ,for join a 2min call to try the bot in the night 😄 thanks buddy ,Token Engineering Commons,2021-04-28,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,1.3544018058690743
459,459,JuankBell,liviade,for continuing to improve Gravity everyday 🙌 🙏 ,Token Engineering Commons,2021-04-28,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,1.3544018058690743
460,460,JuankBell,liviade,for joining the MVV runoff polishing session! ,Token Engineering Commons,2021-04-29,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,29,,,0.8680729884
461,461,JuankBell,Laurenluz,"for his work with Gravity, and for fostering and nourish close relationships without out awesome community faaaam!! ",Token Engineering Commons,2021-04-29,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,29,,,1.3544018058690743
462,462,JuankBell,chuygarcia92,for working so hard on Gravity and making it available for tough times ,Token Engineering Commons,2021-04-29,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,29,,,1.3544018058690743
463,463,JuankBell,Vyvy-vi#5040,for todays awesome icebreaker session! ,Token Engineering Commons,2021-04-29,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,29,,,1.3544018058690743
464,464,JuankBell,iviangita,for the huge success of the MVV process ,Token Engineering Commons,2021-04-30,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC16,,1.25115971
465,465,JuankBell,iviangita,"because he is always available to help, for all his work in Gravity, for living the life of a Graviton and inspiring everyone, for his incredible work on Gravity, for his work with Gravity, for working around in the ETH Colombia community, and for always being really cool and encouraging ",Token Engineering Commons,2021-04-30,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC17,,1.3544018058690743
466,466,JuankBell,iviangita,for all the things they are doing that Suga does not see ,Token Engineering Commons,2021-04-30,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
467,467,JuankBell,iviangita,for being an active piece of SoftGov and making it better every time ,Token Engineering Commons,2021-04-30,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
468,468,JuankBell,iviangita,for attending the TEC Community Call 🙏🏼 ☺️ https://youtu.be/fvlttUshrbg ,Token Engineering Commons,2021-04-30,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.7914556442
469,469,JuankBell,zeptimusQ,"for yesterday restrospective meeting, what an awesome sprint⚡ ",Token Engineering Commons,2021-04-30,🙏praise,,,,0.0,1.3544018058690743,6.501007788,JuankBell,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
