Category Code,QUESTIONS,,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day,
TEC1,,4927,liviade,krrisis,"such a HUGE and beautiful TEC update, beautifully brought, great and sexy presentation, super clear.... you guys are rocking it, so happy to see this ❤️",Telegram,2021-02-11,Commons Stack,100,100,100,3.900.108.222,3.185.088.381,1.443.379.421,liviade,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,11,
TEC12,,3261,ddan#2489,iviangita,for joining the TEC Community Call 🙏 🙂 https://www.youtube.com/watch?v=DhNRqaOw3ic,Token Engineering Commons,2021-03-19,🙏praise,15,60,100,9.088.990.941,1.014.937.322,9.167.588.002,ddan#2489,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19,
TEC12,,4538,JessicaZartler,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-19,TE Commons,20,20,20,2.437.844.393,349.424.363,6.459.898.129,jessicazartler,Zep,Griff,Juanka,#12 Feb 26,,,,TE Commons,Telegram:TE Commons,2021,2,19,
TEC12,,6043,GriffGreen,iviangita,joining the Transparency WG call today and sharing their thoughts and suggestions to help us reach our goals 😀🙏🏼,Telegram,2021-01-09,TE Praise,,,,0,164.473.684.210.526,7.647.892.105,griffgreen,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,9,
TEC16,,3466,phil_h,liviade,"always being so carefull and attentive to our work, providing very insightful feedbacks! 🙌",TG,2021-03-24,Commons Stack,15,100,100,1.076.708.966,1.202.325.011,2.228.533.523,phil_h,Jake,Juank,Eduardo,#14 Mar 26,,,,Commons Stack,TG:Commons Stack,2021,3,24,
TEC15,,4306,solsista,JessicaZartler,introducing us to our latest project to propose Dacade!,Telegram,2021-02-17,TE Praise,80,100,100,1.146.868.041,1.643.844.192,2.193.320.459,solsista,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,17,
TEC10,,1067,iviangita,ddan#2489,for updating my usernames and help with the praise system 🙏,Token Engineering Commons,2021-04-12,🙏praise,,,,0,150.753.768.844.221,195.979.799,iviangita,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,12,
TEC1,,1237,GriffGreen,iviangita,"for the latest memes, especially the praise ones! Super cool! 🙌 🙏 😂",Token Engineering Commons,2021-04-10,🙏praise,1000,60,100,8.382.216.439,1.005.865.973,1.022.530.884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,10,
TEC5,,6037,GriffGreen,GriffGreen,joining our Commons Stack Simulator sync & continuing to push this project to the finish line!!,Telegram,2021-01-08,CS dDEV Team,,,,0,0,7.647.892.105,griffgreen,Griff,Jake,Zepti,#9 Jan 15,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,1,8,
TEC4,,5264,Santigs67,liviade,all the energy he puts into the legal wg!!,Telegram,2021-01-22,TE Praise,50000,100,150,7.299.087.222,6.812.481.407,5.823.033.231,santigs67,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22,
TEC5,????,687,OOPS FIX ME,Vyvy-vi#5040,and for hosting Hatch Params Party in 1hive!,Token Engineering Commons,2021-05-07,🙏praise,10000,200,200,228.194.856,2.738.338.273,1.188.985.225,OOPS FIX ME,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC1,,5644,xlcrr,jeffemmett,"this great article on Open Source trash cleanup - a topic near & dear to our hearts, and one of our first examples of a Commons deployment! 😄 https://opensource.com/article/21/1/openlittermap",Telegram,2021-01-28,Commons Stack,20000,35,200,4.272.014.583,398.721.361,398.721.361,xlcrr,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,28,
TEC12,,5639,brutalfluffy,iviangita,joining the TEC Community Call! 🙏🏼,Telegram,2021-01-22,TE Praise,1000,15,25,6.163.682.558,5.752.770.387,4.150.874.635,brutalfluffy,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22,
TEC12,,970,zeptimusQ,Santigs67,for joining todays Legal WG call,Token Engineering Commons,2021-04-16,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,4.385.790.881,zeptimusQ,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16,
TEC12,,4167,zeptimusQ,liviade,coming to the soft gov call last week 😬 sorry for such a late praise 😁🙌✨,Telegram,2021-02-23,TE Praise,,,,0,18.956.228.956.229,4.928.619.529,zeptimusq,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,23,
TEC1,,6229,markop,ygganderson,incredibly hype graphics - looking forward to integrating these into streams and recordings for the lab,Telegram,2021-01-10,TE Praise,150,50,100,248.636.019,1.864.770.143,3.826.099.636,markop,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,10,
TEC5,,96,ygganderson,iviangita,for their work on the dashboard,Token Engineering Commons,2021-05-07,🙏praise,1000,150,200,1.182.773.816,1.419.328.579,1.982.437.273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC16,,6786,Tonga2020,freedumbs00,their contributions on a Sunday,Telegram,2020-12-07,TE Praise,1,45,50,1.296.902.768,9.772.162.358,254.332.075,tonga2020,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,7,
TEC5,,2441,freedumbs00,Tam2140,to for mission vision value tokenlog waterfall Griff's land in S. America sprint planning session,Token Engineering Commons,2021-04-02,🙏praise,,100,50,1.079.752.892,1.241.715.826,5.810.801.582,freedumbs00,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,
TEC12,,447,metaverde,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing,Token Engineering Commons,2021-05-07,🙏praise,,,,0,135.440.180.586.907,6.772.009.029,metaverde,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC16,,3807,JuankBell,JessicaZartler,joining the Comms Working Group call and their energy in supporting the work - have beautiful day everyone! 🙏🏼💫🌈,Telegram,2021-03-09,TE Praise,25,1000,50,8.278.194.634,8.554.134.456,8.349.620.952,JuankBell,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,9,
TEC12,,255,sembrestels,sembrestels,for coming to the hatch dashboard party today,Token Engineering Commons,2021-05-04,🙏praise,1000,90,100,6.914.702.636,8.297.643.163,1.111.149.818,sembrestels,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,4,
TEC12,,3934,MerlinEgalite,iviangita,all becoming hatchers,Telegram,2021-03-12,TE Praise,25,500,200,1.023.500.928,1.057.617.625,4.627.516.069,MerlinEgalite,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12,
TEC13,,6154,existenialstoic,GriffGreen,donating to Commons Stack Community Fund Panvala League Grant,Telegram,2021-01-05,Commons Stack,60,100,60,1.922.898.666,1.442.174,5.475.920.904,existenialstoic,Griff,Jake,Zepti,#9 Jan 15,,,,Commons Stack,Telegram:Commons Stack,2021,1,5,
TEC12,,676,markop,chuygarcia92,for joining the Comms WG call,Token Engineering Commons,2021-05-04,🙏praise,1000,80,100,6.595.463.701,7.914.556.442,4.540.587.734,markop,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,4,
TE5,,6275,aaron_soskin,liviade,presenting the bookclub at the DAO Rush Week open house event!,Telegram,2021-01-15,TE Praise,100,50,70,1.844.412.263,1.383.309.197,1.383.309.197,aaron_soskin,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15,
TEC16,,428,chuygarcia92,iviangita,for the thoughtfulness and care with your approach in the work you do,Token Engineering Commons,2021-05-07,🙏praise,1000,100,100,723.394.157,8.680.729.884,718.127.319,chuygarcia92,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC17,,12,zeptimusQ,JuankBell,for an improv hack session on designs and illustrations for the Hatch and for Gravity,Token Engineering Commons,2021-04-26,🙏praise,1000,100,100,723.394.157,8.680.729.884,3.904.071.991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,26,
TEC16,,1411,Tam2140,iviangita,for their ongoing support for Suga,Token Engineering Commons,2021-04-16,🙏praise,1000,100,80,9.269.003.455,1.112.280.415,7.557.688.821,Tam2140,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16,
TEC12,,40,zeptimusQ,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-05-08,TE Praise,500,25,100,4.317.674.408,518.120.929,3.904.071.991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,8,
TEC16,,3076,sembrestels,iviangita,for jumping in the new art project with Santi and for meeting Eduardo in person,Token Engineering Commons,2021-03-26,🙏praise,50,200,100,2.048.240.584,2.287.201.985,8.926.152.969,sembrestels,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26,
TEC2,,6395,Tonga2020,Tam2140,"taking on leading the DAO Book, Club Governing the Commons, yesterday and for continuing to be there every week.",Telegram,2020-12-23,TE Praise,100,50,100,5.132.620.516,2.224.135.557,1.434.013.824,tonga2020,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,23,
TEC1,,6121,ludo_lb,Tam2140,taking the time to talk (swag) shop with me today.,Telegram,2021-01-08,TE Praise,200,200,130,4.573.394.823,3.430.046.117,6.226.213.784,ludo_lb,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,8,
TEC3,,6809,freedumbs00,JessicaZartler,"coming in 🔥 with all of his energy, for leading the params & deep dive discussions, making graphics and promoting calls and meetings - thank you so much for your awesome contributions Jake - you rock!",Telegram,2020-12-07,TE Praise,21,200,100,462.602.111,3.485.706.906,1.908.290.054,freedumbs00,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,7,
TEC1,,2885,durgadasji,zeptimusQ,"for offering if any WG needs help with visualizations, they just need to make me get it and I'll make something 😄",Token Engineering Commons,2021-03-23,🙏praise,45,100,100,1.549.857.771,1.730.674.511,1.852.996.145,durgadasji,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,23,
TEC5,,6351,sembrestels,Tonga2020,the many hours they spend coding that go unnoticed many times,Telegram,2020-12-19,TE Praise,30,100,150,5.543.410.095,2.402.144.374,3.630.541.675,sembrestels,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,19,
TEC1,,669,markop,iviangita,for all their help and support to Chuy in comms,Token Engineering Commons,2021-04-30,🙏praise,1000,100,100,723.394.157,8.680.729.884,4.540.587.734,markop,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30,
TEC2,,5937,JuankBell,liviade,jumping into the first praise quant of the year ✨🥳🙌⚡️,Telegram,2021-01-02,TE Praise,150,100,150,336.215.996,252.161.997,9.575.225.457,juankbell,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,2,
TEC1,,5791,zeptimusQ,iviangita,helping me fix my Discord settings 🙏🏼😂,Telegram,2021-01-06,TE Praise,,,,0,164.473.684.210.526,5.427.631.579,zeptimusq,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,6,
TEC5,,5605,chuygarcia92,chuygarcia92,1.5 hours of work in the weekly update and prep for Tuesday's AMA,Telegram,2021-01-27,Gardens Swarm,7500,100,100,3.485.250.012,3.252.900.011,5.871.911.145,chuygarcia92,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Gardens Swarm,Telegram:Gardens Swarm,2021,1,27,
TE5,,5360,GriffGreen,metaverde,his help with 1Hive's DAO Rush Week open house.,Telegram,2021-01-17,TE Praise,20000,100,100,4.455.085.792,4.158.080.072,1.243.401.535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,17,
TE7,,913,HazardJ#9101,Krisjones,"for joining our server in the last week! Great to have you here, let us know if you have questions!",Commons Stack,2021-05-03,🙌praise,1000,50,100,5.637.746.898,6.765.296.278,6.765.296.278,HazardJ#9101,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,3,
TEC16,,1119,Vyvy-vi#5040,iviangita,for the latest chats with Suga,Token Engineering Commons,2021-04-16,🙏praise,1000,100,80,9.269.003.455,1.112.280.415,159.296.445,Vyvy-vi#5040,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16,
TEC12,,3149,Tam2140,vegayp,for joining today's Hatch Outreach AMA call!,Token Engineering Commons,2021-03-25,🙏praise,15,60,100,9.088.990.941,1.014.937.322,763.087.726,Tam2140,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,25,
TEC16,,4012,markop,JuankBell,for being amazing and caring stewards for this community. I thank life for the opportunity of meeting paths with each one of you.,Token Engineering Commons,2021-03-03,🙌🏿praise,25,2000,200,1.484.118.155,153.358.876,337.435.559,markop,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,3,
TEC2,,4240,iviangita,JessicaZartler,managing all the praise dishing!!! 🙏🏼💫🌟🌟🌟,Telegram,2021-02-26,TE Praise,450,1000,150,5.130.529.322,7.353.758.695,2.580.518.089,iviangita,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26,
TEC12,,4492,akrtws,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-02-19,TE Commons,20,20,20,2.437.844.393,349.424.363,8.173.181.427,akrtws,Zep,Griff,Juanka,#12 Feb 26,,,,TE Commons,Telegram:TE Commons,2021,2,19,
TEC12,,2698,pprhsk,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-09,Commons Stack,,20,25,3.229.253.324,3.713.641.322,6.607.142.865,pprhsk,-,Juank,Ivy,#15 Apr 9,,,,Commons Stack,Telegram:Commons Stack,2021,4,9,
TEC2,,3917,JessicaZartler,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-03-12,TE Praise,25,500,100,7.906.872.343,8.170.434.755,5.240.538.869,JessicaZartler,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12,
TE5,,3435,jeffemmett,iviangita,for presenting at Metafest,Token Engineering Commons,2021-03-19,🙏praise,15,200,100,1.496.233.644,1.670.794.236,2.981.550.818,jeffemmett,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19,
TEC12,,5292,metaverde,zeptimusQ,adding comments on youtube its so lovely to see action in there🥰,Telegram,2021-01-20,TE Praise,,,,0,198.159.943.382.873,3.170.559.094,metaverde,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20,
TEC12,,437,chuygarcia92,iviangita,for joining the Legal weekly call,Token Engineering Commons,2021-05-07,🙏praise,1000,80,100,6.595.463.701,7.914.556.442,718.127.319,chuygarcia92,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC1,,5595,Tam2140,JessicaZartler,supporting my Miro training and supporting more collaborative and creative meeting sessions 🙏🏼😁🌟,Telegram,2021-01-20,TE Praise,2000,25,25,8.810.108.608,8.222.768.034,6.755.354.539,tam2140,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20,
TEC12,,1057,cranders71,zeptimusQ,for joining Restrospective meeting ⚡ ✨,Token Engineering Commons,2021-04-15,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,2.312.587.137,cranders71,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15,
TEC8,,2437,freedumbs00,Tam2140,to for an epic retrospective to an epic Sprint 6!,Token Engineering Commons,2021-04-01,🙏praise,,100,50,1.079.752.892,1.241.715.826,5.810.801.582,freedumbs00,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1,
TEC6,,3228,ygganderson,GriffGreen,for setting up an awesome onboarding sesh for YGG https://www.youtube.com/watch?v=HKPkH-wbG8k,Token Engineering Commons,2021-03-13,🌐commons-swarm,25,100,100,1.234.425.234,1.378.441.511,6.174.108.384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,commons-swarm,Token Engineering Commons:commons-swarm,2021,3,13,
TE5,,4577,markop,iviangita,their great work on the Commons Simulator and bringing it home!,Telegram,2021-02-26,TE Praise,150,200,80,1.540.927.353,220.866.254,6.081.605.125,markop,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26,
TEC12,,557,naynaysoo,naynaysoo,for attending the SEO Hack Session!,Token Engineering Commons,2021-04-30,🙏praise,1000,100,100,723.394.157,8.680.729.884,586.706.192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30,
TEC12,,7407,JessicaZartler,cranders71,simply being on fire 🔥🚒🙏. Everyone really. Impressive 🥳,Telegram,2020-11-24,TE Praise,30,70,50,1.782.119.719,,,jessicazartler,Griff,Zep,Santi,#6 Dec 4,139.599.378,7.361.391.983,,TE Praise,Telegram:TE Praise,2020,11,24,
TEC12,,1253,GriffGreen,markop,for attending the Comms WG Weekly Call.,Token Engineering Commons,2021-04-20,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,1.022.530.884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,20,
TEC12,,4998,freedumbs00,JessicaZartler,joining the first Meme party!!! 🥳🙌🙏🏼💫 That was soooo much fun and great Friday activity!! Yayy!,Telegram,2021-02-05,TE Praise,,,,0,219.534.050.179.211,7.573.781.541,,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5,
TEC12,,6710,Santigs67,liviade,joining the TEC agreements hack session today ⚡️,Telegram,2020-12-18,TE Praise,,,,0,1.984.210.526,5.555.789.474,santigs67,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18,
TEC1,,5381,GriffGreen,JessicaZartler,always editing the praise quant blog 🙏🏼😁💫,Telegram,2021-01-20,TE Praise,5000,20,100,1.794.836.915,1.675.181.121,1.243.401.535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,20,
TEC1,,1121,Vyvy-vi#5040,iviangita,"for the latest memes, especially the praise ones! Super cool! 🙌 🙏 😂",Token Engineering Commons,2021-04-10,🙏praise,1000,60,100,8.382.216.439,1.005.865.973,159.296.445,Vyvy-vi#5040,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,10,
TEC12,,3446,fabimol,iviangita,for joining the TEC Community Call 🙏 🙂 https://www.youtube.com/watch?v=DhNRqaOw3ic,Token Engineering Commons,2021-03-19,🙏praise,15,60,100,9.088.990.941,1.014.937.322,2.735.117.074,fabimol,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19,
TEC6,,551,naynaysoo,iviangita,for getting the ball rolling in the hatch campaigns,Token Engineering Commons,2021-04-30,🙏praise,1000,100,100,723.394.157,8.680.729.884,586.706.192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30,
TEC12,,5199,antoniopaglino,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼😊,Telegram,2021-02-12,Commons Stack,10,15,15,5.283.808.294,4.315.110.107,9.555.265.144,antoniopaglino,Zep,Jake,Juanka,#11 Feb 12,,,,Commons Stack,Telegram:Commons Stack,2021,2,12,
TEC12,,7584,Krisjones,JessicaZartler,joining the Gitcoin Grants kickoff work session thank you!! 🙏🏼💫,Telegram,2020-12-01,TE Praise,40,60,30,1.500.186.569,,,krisjones,Griff,Zep,Santi,#6 Dec 4,1.175.146.146,2.184.188.795,,TE Praise,Telegram:TE Praise,2020,12,1,
TEC12,,1832,zeptimusQ,JuankBell,"for sharing some fun time in today's Gravity wg. All our personal missions, visions and values should be represented by the TEC's mission, vision & values.",Token Engineering Commons,2021-04-01,🙏praise,,70,50,8.628.017.785,9.922.220.452,5.103.442.555,zeptimusQ,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1,
TEC12,,6613,metaverde,iviangita,being present in the call,Telegram,2020-12-27,TE Praise,5,25,50,1.569.963.529,6.803.175.293,2.217.195.466,metaverde,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27,
TEC14,,4042,Krisjones,GriffGreen,for their awesome work on the discord Praise bot,Token Engineering Commons,2021-02-27,🙌🏿praise,100,10000,100,4.920.933.069,5.084.964.171,3.067.275.463,Krisjones,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,2,27,
TEC12,,2364,naynaysoo,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-03,TE Praise,,20,25,3.229.253.324,3.713.641.322,6.492.289.456,naynaysoo,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,3,
TEC5,,1518,chuygarcia92,chuygarcia92,a 1hr call with T Wells explaining the Commons Swarm for him to include in his 1hive presentation,Telegram,2021-04-15,Commons Swarm 🌐,2000,100,100,1.160.415.937,1.392.499.125,5.458.612.046,chuygarcia92,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm,Telegram:Commons Swarm,2021,4,15,
TEC12,,713,JessicaZartler,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-05-01,TE Praise,1500,50,100,6.159.722.052,7.391.666.463,3.818.864.055,JessicaZartler,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,1,
TEC12,,4979,GriffGreen,iviangita,joining the TEC Weekly Sync 🙏🏼😊,Telegram,2021-02-12,TE Praise,40,25,50,1.433.134.316,1.170.393.025,9.881.107.706,griffgreen,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,12,
TEC12,,977,zeptimusQ,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-16,Commons Stack,500,25,25,2.901.039.843,3.481.247.811,4.385.790.881,zeptimusQ,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,16,
TEC12,,681,markop,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-05-07,Commons Stack,500,25,100,4.317.674.408,518.120.929,4.540.587.734,markop,Metaverde,Juank,Edu,#17 May 7,,,,Commons Stack,Telegram:Commons Stack,2021,5,7,
TEC10,,3540,zeptimusQ,JessicaZartler,his work on the video!,Telegram,2021-03-09,TE Praise,50,1000,200,1.581.374.469,1.634.086.951,4.163.795.567,zeptimusQ,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,9,
TEC16,,563,naynaysoo,iviangita,for the thoughtfulness and care with your approach in the work you do,Token Engineering Commons,2021-05-07,🙏praise,1000,100,100,723.394.157,8.680.729.884,586.706.192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC10,,5428,JuankBell,zeptimusQ,helping to decide the wording of TEC Transparency porposal thanks guys!,Telegram,2021-01-28,TE Praise,,,,0,198.159.943.382.873,8.718.680.184,juankbell,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,28,
TEC16,,18,zeptimusQ,iviangita,for joining Santi in this other project he is launching around art,Token Engineering Commons,2021-04-30,🙏praise,1000,100,100,723.394.157,8.680.729.884,3.904.071.991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30,
TEC3,,2960,freedumbs00,liviade,plugging the mission vision and values template into token log 🌈🥳,Telegram,2021-03-26,TE Praise,,,,0,162.779.397.473.275,968.973.309,freedumbs00,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,Telegram:TE Praise,2021,3,26,
TEC15,,1006,Santigs67,liviade,"@AnnaMarieSwan, @freedumbs00, @natesuits, @Juankbell, @mateodaza, @griff, @santigs, @Suga, @Zeptimus, @AmwFund, @durgadas, @Tam2140, @chuygarcia92🐝, for joining soft gov! It's always so insightful to spend this time with you!",Token Engineering Commons,2021-04-13,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,2.679.051.054,Santigs67,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13,
TEC5,,1747,fiorebotta,iviangita,they are not as visible in the community but the work they are doing on the hatch is super cool,Telegram,2021-04-23,TE Praise,2000,100,150,1.374.819.573,1.649.783.488,1.649.783.488,fiorebotta,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,23,
TEC14,,5458,ygganderson,iviangita,"being a superstar and growing into this role he’s taking on and he has so many talents, for the cadCAD models and the awesome Jupiter notebooks",Telegram,2021-01-22,TE Praise,20000,100,100,4.455.085.792,4.158.080.072,8.930.831.576,ygganderson,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,22,
TEC12,,1764,BadJuju#1050,Krisjones,for dropping into the Onboarding Help channel! You should have access to the rest now.,Commons Stack,2021-04-21,🙌praise,2000,100,50,9.460.123.008,1.135.214.761,1.135.214.761,BadJuju#1050,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,21,
TEC8,,2232,JuankBell,Tam2140,to for an epic retrospective to an epic Sprint 6!,Token Engineering Commons,2021-04-01,🙏praise,,,,0,1.335.656.214,7.413.129.907,JuankBell,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,1,
