To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day
kristoferkristofer ,GriffGreen,making the TE Commons Website happen,Telegram,2021-04-14,Commons Stack,50000.0,100.0,200.0,0.008681421791,10.41770615,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,14
kristoferkristofer ,Tam2140,"and Ludo for making time on a Sunday to unravel the frontend/backend Heroko, no, Digital Ocean droplet, docker container, deploy key, compose file, gitlab repo and whatever else was in that conversation we just had about the swag shop. This is important work we do - setting up the systems to give away free swag!",Token Engineering Commons,2021-04-18,🙏praise,10000.0,100.0,150.0,0.00255685267,3.068223204,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,18
kristoferkristofer ,liviade,for the amazing join the community page on our website!!,Token Engineering Commons,2021-04-22,🙏praise,5000.0,150.0,200.0,0.002250535816,2.700642979,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,22
kristoferkristofer ,iviangita,for working on the website layout,Token Engineering Commons,2021-04-23,🙏praise,5000.0,100.0,200.0,0.002032485621,2.438982745,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
kristoferkristofer ,markop,to for pushing the new Join page to dev.,Token Engineering Commons,2021-04-19,🙏praise,5000.0,100.0,100.0,0.001603678348,1.924414018,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,19
kristoferkristofer ,iviangita,for the great new landing page,Token Engineering Commons,2021-04-23,🙏praise,5000.0,100.0,100.0,0.001603678348,1.924414018,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
kristoferkristofer ,Suga#8514,for creating the rad pages to join the TEC (with overview of channels and resources) and to join the TEC on Discord!,Commons Stack,2021-04-22,🙌praise,2000.0,100.0,100.0,0.001160415937,1.392499125,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,22
kristoferkristofer ,Tam2140,for a timely assist with the swag shops so that we can continue to t-shirt and hat our community members!,Commons Stack,2021-04-19,🙌praise,1000.0,100.0,100.0,0.0010126618,1.21519416,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,19
kristoferkristofer ,iviangita,for being able to take on almost anything and deliver such amazing quality,Token Engineering Commons,2021-04-23,🙏praise,1000.0,100.0,100.0,0.0010126618,1.21519416,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
kristoferkristofer ,liviade,for the comms progress every week!!,Token Engineering Commons,2021-04-23,🙏praise,1000.0,80.0,100.0,0.0009254417219,1.110530066,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
kristoferkristofer ,Tam2140,for a silky smooth Spring Planning session!,Token Engineering Commons,2021-04-16,🌾stewards,1000.0,60.0,80.0,0.0007524601894,0.9029522272,14.15525285,kristoferkristofer,Metaverde,Juank,Ivy,#16 Apr 24,,,,stewards,Token Engineering Commons:stewards,2021,4,16
shawn_westrick,iviangita,because his work and help in the Legal WG is absolutely amazing,Token Engineering Commons,2021-04-23,🙏praise,5000.0,250.0,250.0,0.002901039843,3.481247811,13.92077269,shawn_westrick,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
shawn_westrick,Santigs67,for his continuous contributions to the legal terms documents in Legal WG,Token Engineering Commons,2021-04-16,🙏praise,5000.0,250.0,300.0,0.003115443479,3.738532175,13.92077269,shawn_westrick,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
shawn_westrick,JuankBell,"for helping to maintain lit an inner fire of motivation, inspiration and humbleness in each one of us.",Token Engineering Commons,2021-04-24,🙏praise,5000.0,250.0,100.0,0.002257828934,2.709394721,13.92077269,shawn_westrick,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,24
shawn_westrick,iviangita,for attending the weekly Legal call,Token Engineering Commons,2021-04-23,🙏praise,1000.0,200.0,150.0,0.001663165827,1.995798992,13.92077269,shawn_westrick,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
shawn_westrick,Santigs67,for joining todays Legal WG call,Token Engineering Commons,2021-04-16,🙏praise,1000.0,200.0,150.0,0.001663165827,1.995798992,13.92077269,shawn_westrick,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
Laurenluz,iviangita,for all the documentation and work beyond the setting up of the dashboard and for making all the params work possible,Token Engineering Commons,2021-04-23,🙏praise,5000.0,100.0,250.0,0.002246889257,2.696267109,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
Laurenluz,sembrestels,engaging in the bonding curve modeling hack sessions (i already said so on the call last Thursday but it wasn't recorded),Telegram,2021-04-19,TE Praise,10000.0,100.0,100.0,0.002342449034,2.810938841,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,19
Laurenluz,iviangita,for deciphering the ABC parameters,Token Engineering Commons,2021-04-23,🙏praise,2500.0,100.0,200.0,0.001663100278,1.995720334,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
Laurenluz,iviangita,for a fun Sunday params sesh and spending another 3 hours making curves,Token Engineering Commons,2021-04-16,🙏praise,2000.0,100.0,200.0,0.00158922321,1.907067852,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
Laurenluz,iviangita,for the bonding curve params hack session,Token Engineering Commons,2021-04-16,🙏praise,2000.0,100.0,200.0,0.00158922321,1.907067852,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
Laurenluz,GriffGreen,working so hard on the Simulator post,Telegram,2021-04-14,Commons Stack,5000.0,100.0,100.0,0.001603678348,1.924414018,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,14
Laurenluz,JessicaZartler,for all her great work at Giveth and sharing the news around!!,Commons Stack,2021-04-15,🙌praise,1000.0,100.0,100.0,0.0010126618,1.21519416,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,15
Laurenluz,JessicaZartler,for attending the cadCAD bootcamp and being my homework buddy 😄 ❤️,Commons Stack,2021-04-19,🙌praise,1000.0,100.0,100.0,0.0010126618,1.21519416,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,19
Laurenluz,iviangita,for joining cadCAD Bootcamp and getting more involved in the community and for all the amazing work in the Commons Simulator deep dive,Token Engineering Commons,2021-04-23,🙏praise,1000.0,100.0,100.0,0.0010126618,1.21519416,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
Laurenluz,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-04-21,CS dDEV Team,2500.0,50.0,50.0,0.0008018391742,0.9622070091,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,4,21
Laurenluz,iviangita,for joining the TEC Community Call 🙏🏼 https://www.youtube.com/watch?v=S8RQW7bF8Gk,Token Engineering Commons,2021-04-16,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
Laurenluz,markop,for attending the Comms WG Weekly Call.,Token Engineering Commons,2021-04-20,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,20
Laurenluz,iviangita,for joining the TEC Community Call 🙌 https://youtu.be/z53DNjksGck,Token Engineering Commons,2021-04-23,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
Laurenluz,markop,to for joining the Comms Weekly Call.,Token Engineering Commons,2021-04-13,🙏praise,1000.0,50.0,50.0,0.0005802079686,0.6962495623,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13
Laurenluz,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-16,Commons Stack,500.0,25.0,25.0,0.0002901039843,0.3481247811,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,16
Laurenluz,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-23,TE Praise,500.0,25.0,25.0,0.0002901039843,0.3481247811,10.74350945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,23
sembrestels,GriffGreen,pushing the actual smart contracts that we’re going forward with in the Commons Swarm,Telegram,2021-04-14,Commons Stack,50000.0,200.0,150.0,0.008903118545,10.68374225,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,14
sembrestels,sembrestels,8h work on rewriting honeypot template into gardens template: https://github.com/1Hive/gardens/pull/32,Telegram,2021-04-10,Commons Swarm 🌐,16000.0,400.0,500.0,0.006252504118,7.503004942,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,10
sembrestels,sembrestels,"8h on migrating test dao, reviewing why redemptions were not working, and other hatch dao fixes",Telegram,2021-04-20,Commons Swarm 🌐,16000.0,300.0,350.0,0.005173192819,6.207831383,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,20
sembrestels,sembrestels,3.5h on modeling the bancor bonding curve on a sunday hacksesh,Telegram,2021-04-19,Commons Swarm 🌐,7000.0,200.0,250.0,0.002978497922,3.574197506,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,19
sembrestels,sembrestels,3h for writing documentation of gardens template and finishing its PR: https://github.com/1Hive/gardens/pull/32,Telegram,2021-04-19,Commons Swarm 🌐,6000.0,200.0,250.0,0.002830743785,3.396892542,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,19
sembrestels,sembrestels,3h working with paulo on improving the hatch frontend performance,Telegram,2021-04-16,Commons Swarm 🌐,6000.0,150.0,200.0,0.002398289953,2.877947944,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,16
sembrestels,iviangita,for all the documentation and work beyond the setting up of the dashboard and for making all the params work possible,Token Engineering Commons,2021-04-23,🙏praise,5000.0,100.0,250.0,0.002246889257,2.696267109,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
sembrestels,iviangita,for their work on the dashboard,Token Engineering Commons,2021-04-23,🙏praise,5000.0,100.0,200.0,0.002032485621,2.438982745,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
sembrestels,chuygarcia92,for their incredible work in the Commons Swarm and restoring democracy in xdai! True superhero stuff!!,Token Engineering Commons,2021-04-22,🙏praise,3000.0,200.0,150.0,0.001958674101,2.350408921,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,22
sembrestels,chuygarcia92,for an admirable amount of work having the dashboard ready,Token Engineering Commons,2021-04-15,🙏praise,5000.0,100.0,150.0,0.001818081985,2.181698382,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
sembrestels,iviangita,for deciphering the ABC parameters,Token Engineering Commons,2021-04-23,🙏praise,2500.0,100.0,200.0,0.001663100278,1.995720334,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
sembrestels,iviangita,for a fun Sunday params sesh and spending another 3 hours making curves,Token Engineering Commons,2021-04-16,🙏praise,2000.0,100.0,200.0,0.00158922321,1.907067852,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
sembrestels,iviangita,for the bonding curve params hack session,Token Engineering Commons,2021-04-16,🙏praise,2000.0,100.0,200.0,0.00158922321,1.907067852,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
sembrestels,JuankBell,"for helping to maintain lit an inner fire of motivation, inspiration and humbleness in each one of us.",Token Engineering Commons,2021-04-24,🙏praise,5000.0,100.0,100.0,0.001603678348,1.924414018,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,24
sembrestels,iviangita,for meeting in real life and for the heartwarming live photo,Token Engineering Commons,2021-04-23,🙏praise,1000.0,200.0,100.0,0.00144876219,1.738514628,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
sembrestels,chuygarcia92,1h of work in weekly update,Telegram,2021-04-22,Commons Swarm 🌐,2000.0,100.0,150.0,0.001374819573,1.649783488,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,22
sembrestels,iviangita,they are not as visible in the community but the work they are doing on the hatch is super cool,Telegram,2021-04-23,TE Praise,2000.0,100.0,150.0,0.001374819573,1.649783488,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,23
sembrestels,sembrestels,1h of work preparing the weekly update with chuy,Telegram,2021-04-14,Commons Swarm 🌐,2000.0,100.0,100.0,0.001160415937,1.392499125,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,14
sembrestels,freedumbs00,being you,Telegram,2021-04-20,Commons Swarm 🌐,2000.0,100.0,100.0,0.001160415937,1.392499125,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,20
sembrestels,zeptimusQ,for having a fun call yesterdays working on test the rage quit,Token Engineering Commons,2021-04-20,🙏praise,2000.0,100.0,100.0,0.001160415937,1.392499125,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,20
sembrestels,chuygarcia92,his tireless help through this journey,Telegram,2021-04-14,Commons Swarm 🌐,1000.0,100.0,100.0,0.0010126618,1.21519416,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Swarm ,Telegram:Commons Swarm ,2021,4,14
sembrestels,zeptimusQ,for pushing the tech side so hard!! Some heroes don't wear capes buddy ⚡,Token Engineering Commons,2021-04-15,🙏praise,1000.0,100.0,100.0,0.0010126618,1.21519416,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
sembrestels,iviangita,for Santis free meal,Token Engineering Commons,2021-04-23,🙏praise,1000.0,100.0,80.0,0.0009269003455,1.112280415,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
sembrestels,iviangita,for being awesome stewards of the community,Token Engineering Commons,2021-04-23,🙏praise,1000.0,60.0,100.0,0.0008382216439,1.005865973,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
sembrestels,GriffGreen,joining our Commons Stack Simulator sync & continuing to improve the game!,Telegram,2021-04-21,CS dDEV Team,2500.0,50.0,50.0,0.0008018391742,0.9622070091,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,4,21
sembrestels,zeptimusQ,@Zeptimus@gabi for joining the commons swarm weekly sync ⚡,Token Engineering Commons,2021-04-12,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,12
sembrestels,iviangita,for joining the TEC Community Call 🙏🏼 https://www.youtube.com/watch?v=S8RQW7bF8Gk,Token Engineering Commons,2021-04-16,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
sembrestels,chuygarcia92,to for attending today's commons swarm weekly meeting,Token Engineering Commons,2021-04-19,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,19
sembrestels,iviangita,for joining the TEC Community Call 🙌 https://youtu.be/z53DNjksGck,Token Engineering Commons,2021-04-23,🙏praise,1000.0,60.0,50.0,0.0006238180076,0.7485816091,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
sembrestels,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-04-16,TE Praise,1500.0,25.0,40.0,0.0005021792123,0.6026150547,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,16
sembrestels,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-04-23,TE Praise,1500.0,25.0,40.0,0.0005021792123,0.6026150547,10.58577102,sembrestels,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,23
metaverde,markop,to for joining the Comms Weekly Call.,Token Engineering Commons,2021-04-13,🙏praise,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13
metaverde,vegayp,"@griff, @Juankbell, @Tam2140, @metaverde, @freedumbs00, @liviade, @natesuits, @Vyvy-vi, @Zeptimus, @rodbot2, @AmwFund, @🐙 octopus, for joining Hatch Outreach call! Thank you so much, it was one of our biggest calls!",Token Engineering Commons,2021-04-14,🙏praise,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14
metaverde,vegayp,"@griff, @Juankbell, @Tam2140, @metaverde, @freedumbs00, @liviade, @natesuits, @Vyvy-vi, @Zeptimus, @rodbot2, @AmwFund, @🐙 octopus, for joining Hatch Outreach call! Thank you so much, it was one of our biggest calls!",Token Engineering Commons,2021-04-14,🙏praise,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14
metaverde,Tam2140,for a silky smooth Spring Planning session!,Token Engineering Commons,2021-04-16,🌾stewards,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,stewards,Token Engineering Commons:stewards,2021,4,16
metaverde,JessicaZartler,for always offering project support and cross pollinating with 1Hive/TEC/CS,Commons Stack,2021-04-19,🙌praise,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,19
metaverde,markop,for attending the Comms WG Weekly Call.,Token Engineering Commons,2021-04-20,🙏praise,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,20
metaverde,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-23,Commons Stack,,,,0.0,1.5075376884422111,10.55276382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,23
GriffGreen,iviangita,"for Anna-Maries scholarship, for posting the intro to the dashboard video, for Sugas scholarship, for getting Miles in, and for his kick-ass attitude",Token Engineering Commons,2021-04-16,🙏praise,10000.0,200.0,100.0,0.002778549424,3.334259309,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
GriffGreen,GriffGreen,for defying the odds and getting the praise quant done!,Token Engineering Commons,2021-04-10,🙏praise,10000.0,100.0,200.0,0.002771256307,3.325507568,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,10
GriffGreen,zeptimusQ,"doing praise quant, real heroes🌟",Telegram,2021-04-10,TE Praise,3500.0,200.0,250.0,0.002461358442,2.95363013,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,10
GriffGreen,iviangita,for all the documentation and work beyond the setting up of the dashboard and for making all the params work possible,Token Engineering Commons,2021-04-23,🙏praise,5000.0,100.0,250.0,0.002246889257,2.696267109,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
GriffGreen,JuankBell,for spending some family time this weekend,Token Engineering Commons,2021-04-13,🙏praise,1000.0,300.0,150.0,0.002099266217,2.51911946,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,13
GriffGreen,iviangita,because you are the reasons a lot of us are here,Token Engineering Commons,2021-04-23,🙏praise,1000.0,250.0,200.0,0.002095619658,2.51474359,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
GriffGreen,JuankBell,for being in the MVV runoff! Be sure to finish your updates because i will create the issues today before Soft Gov 😄,Token Engineering Commons,2021-04-20,🙏praise,2000.0,200.0,200.0,0.0020253236,2.43038832,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,20
GriffGreen,iviangita,for their work on the dashboard,Token Engineering Commons,2021-04-23,🙏praise,5000.0,100.0,200.0,0.002032485621,2.438982745,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
GriffGreen,AnnaMarieSwan#8824,to for the generosity and kindness of fulfilling my Trusted Seed membership donation request within a few days. What an incredibly welcome to a new community. Pretty blown away by that. Especially in a year that financially has been tough. Thank you 💚,Commons Stack,2021-04-12,🙌praise,1000.0,200.0,200.0,0.001877569463,2.253083355,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,12
GriffGreen,zeptimusQ,for facilitating the params party's and answering all the questions 💛,Token Engineering Commons,2021-04-23,🙏praise,2000.0,200.0,150.0,0.001810919964,2.173103956,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
GriffGreen,JuankBell,"for helping to maintain lit an inner fire of motivation, inspiration and humbleness in each one of us.",Token Engineering Commons,2021-04-24,🙏praise,5000.0,100.0,100.0,0.001603678348,1.924414018,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,24
GriffGreen,iviangita,for hacking on Deep Dive part 2,Token Engineering Commons,2021-04-16,🙏praise,5000.0,50.0,150.0,0.00160003179,1.920038148,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
GriffGreen,Tam2140,for being the best team I ever worked with,Commons Stack,2021-04-19,🙌praise,1000.0,200.0,100.0,0.00144876219,1.738514628,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,19
GriffGreen,iviangita,for being all over different places and having different background these days,Token Engineering Commons,2021-04-23,🙏praise,1000.0,200.0,100.0,0.00144876219,1.738514628,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
GriffGreen,liviade,for holding the torch of the meme parties every week 🙌,Token Engineering Commons,2021-04-23,🙏praise,1000.0,200.0,100.0,0.00144876219,1.738514628,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
GriffGreen,iviangita,for being together in person,Token Engineering Commons,2021-04-16,🙏praise,1000.0,150.0,150.0,0.001445115631,1.734138758,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16
GriffGreen,iviangita,they are not as visible in the community but the work they are doing on the hatch is super cool,Telegram,2021-04-23,TE Praise,2000.0,100.0,150.0,0.001374819573,1.649783488,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,TE Praise,Telegram:TE Praise,2021,4,23
GriffGreen,JuankBell,for their amazing collaborations and interest in Gravity as a project to take care of. And for helping to set strong basements and high quality standards for the application of Alternative Dispute Resolution in DAOs with ethical and professional responsibility,Token Engineering Commons,2021-04-24,🙏praise,1000.0,100.0,150.0,0.001227065436,1.472478524,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,24
GriffGreen,liviade,for engaging with comments in the MVV issues,Token Engineering Commons,2021-04-23,🙏praise,1500.0,100.0,100.0,0.001086538869,1.303846642,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23
GriffGreen,shawn_westrick,to for an informative lunch!,Token Engineering Commons,2021-04-15,🙏praise,1000.0,100.0,100.0,0.0010126618,1.21519416,10.22530884,GriffGreen,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,15
